,id,forward,incline,layer,side,street_name,surface,width,length,v_coordinates,u_coordinates,adjacent_parks
0,9,0.0,36,0,S,N 51ST ST,concrete,1.8288,187.74098337659387,"[-122.32838006973174, 47.665678705292294]","[-122.33088054928294, 47.66569498647202]",[]
1,27,1.0,7,0,W,PHINNEY AVE N,concrete,1.8288,62.31945367217557,"[-122.35452959651813, 47.67120776374027]","[-122.35452680492595, 47.67176847642798]",[]
2,61,1.0,27,0,N,N 63RD ST,concrete,1.8288,189.53185985293365,"[-122.3307857990909, 47.674483918179156]","[-122.32826124996414, 47.67445661814672]",[]
3,108,0.0,0,0,S,N 80TH ST,concrete,1.8288,6.068035738073387,"[-122.33094008312128, 47.686815622904646]","[-122.33102092633249, 47.68681656276694]",[]
4,109,0.0,30,0,S,N 80TH ST,concrete,1.8288,31.11128921920308,"[-122.33052559377094, 47.686810803263434]","[-122.33094008312128, 47.686815622904646]",[]
5,119,0.0,62,0,S,N 74TH ST,concrete,1.8288,69.56418370819,"[-122.34533783657758, 47.68251063364709]","[-122.34626468335037, 47.682512713058145]",[]
6,177,0.0,0,0,NE,KENSINGTON PL N,concrete,1.8288,84.14021816868444,"[-122.32914464937285, 47.66744086715421]","[-122.3286903850781, 47.66674879832082]",[]
7,188,1.0,90,0,N,N 66TH ST,concrete,1.8288,73.06865222952497,"[-122.3320305671055, 47.67744468850995]","[-122.33108075166142, 47.677300707136]",[]
8,279,1.0,40,0,N,NE 68TH ST,concrete,1.8288,186.7295875598684,"[-122.3199932063003, 47.67809467885593]","[-122.31750576903634, 47.6780697538368]",[]
9,303,0.0,0,0,E,PHINNEY AVE N,concrete,1.8288,64.09418715093555,"[-122.35423511242266, 47.673117008921295]","[-122.35423914491255, 47.67254033157767]",[]
10,345,1.0,-23,0,W,6TH AVE NE,concrete,1.8288,154.75300529871407,"[-122.32236476708918, 47.67440235885541]","[-122.32241145870925, 47.67579437838047]",[]
11,352,1.0,-62,0,N,N 74TH ST,concrete,1.8288,95.73577321905711,"[-122.3462684572158, 47.68262516109848]","[-122.34499292395341, 47.68263041007418]",[]
12,415,0.0,-2,0,S,N 72ND ST,concrete,1.8288,196.06645947352482,"[-122.34719653850671, 47.68099325344386]","[-122.34980878973825, 47.68099599399162]",[]
13,477,0.0,3,0,E,9TH AVE NE,concrete,1.6256,13.66546710294544,"[-122.31864829041601, 47.672502807963745]","[-122.31868402701704, 47.67238224662178]",[]
14,485,1.0,0,0,W,EAST GREEN LAKE WAY N,N/A,1.8288,5.49292738024945,"[-122.332273426194, 47.677366008916756]","[-122.33225752046881, 47.67741424953258]",['GREEN LAKE PARK']
15,486,1.0,-4,0,W,EAST GREEN LAKE WAY N,N/A,1.8288,145.0560306991879,"[-122.33272177962715, 47.676098244768596]","[-122.33265846832215, 47.676198182819675]",['GREEN LAKE PARK']
16,487,1.0,-4,0,W,EAST GREEN LAKE WAY N,N/A,1.8288,9.948384232497645,"[-122.3327739130173, 47.67601595094334]","[-122.33272177962715, 47.676098244768596]",['GREEN LAKE PARK']
17,546,1.0,-27,0,SW,KENSINGTON PL N,concrete,1.8288,78.55260665744899,"[-122.3306346767418, 47.66943375063555]","[-122.33105879248477, 47.67007986112521]",[]
18,559,1.0,0,0,N,N 65TH ST,concrete,1.2191999999999998,6.086518412593867,"[-122.32823418820892, 47.67600849667249]","[-122.32815312752123, 47.67600716405987]",[]
19,560,1.0,-4,0,N,N 65TH ST,concrete,1.2191999999999998,96.5718235504714,"[-122.32952033929826, 47.676029632927595]","[-122.32823418820892, 47.67600849667249]",[]
20,575,1.0,0,0,W,DAYTON AVE N,concrete,1.8288,6.315940041703671,"[-122.35272922144291, 47.676851191733]","[-122.35272872724808, 47.67690801801364]",[]
21,576,1.0,-42,0,W,DAYTON AVE N,concrete,1.8288,82.72739778485258,"[-122.35273569434432, 47.676106870123846]","[-122.35272922144291, 47.676851191733]",[]
22,594,0.0,7,0,E,EAST GREEN LAKE WAY N,concrete,1.8288,148.16474473184104,"[-122.33206226462968, 47.67733425703893]","[-122.33244204107095, 47.67616055750859]",[]
23,606,1.0,0,0,N,NE 68TH ST,concrete,1.9811999999999999,17.257108284346867,"[-122.32386503926277, 47.67763337913158]","[-122.32364597174617, 47.677680492221576]",[]
24,612,0.0,-3,0,E,LATONA AVE NE,concrete,1.8288,69.92586138547345,"[-122.32547412797162, 47.66857104621735]","[-122.32547166879883, 47.667941895634904]",[]
25,654,0.0,-24,0,E,9TH AVE NE,concrete,1.8288,74.86411309140182,"[-122.31861826489866, 47.6757482086591]","[-122.31861976299426, 47.67507462636033]",[]
26,713,1.0,59,0,SW,LINDEN AVE N,concrete,1.8288,86.70074603408582,"[-122.34653992114029, 47.68335976295484]","[-122.34724384751517, 47.68397828906696]",[]
27,792,1.0,-12,0,N,N 73RD ST,concrete,1.8288,249.32567849572325,"[-122.34980744924218, 47.681859615993076]","[-122.3464855509393, 47.68185942632847]",[]
28,811,1.0,-46,0,N,NE 56TH ST,concrete,1.8288,88.53834175630229,"[-122.32136375207536, 47.66938581656775]","[-122.32018445425119, 47.66937769484979]",[]
29,849,1.0,0,0,W,PHINNEY AVE N,concrete,1.8288,63.621354566371366,"[-122.35451926159338, 47.67254699266941]","[-122.35451526191447, 47.67311941580006]",[]
30,880,0.0,32,0,E,9TH AVE NE,concrete,1.8288,150.9336677304595,"[-122.31831616339497, 47.668527311146406]","[-122.31833038813778, 47.66716933142323]",[]
31,911,0.0,-56,0,S,N 53RD ST,concrete,1.8288,114.0444621585857,"[-122.33206228934897, 47.66713190089224]","[-122.33358073286276, 47.66716078989899]",[]
32,951,0.0,-18,0,S,NE 52ND ST,concrete,1.8288,209.14460357355603,"[-122.32567771073798, 47.666383419701816]","[-122.32846327903862, 47.66640278560742]",[]
33,969,0.0,48,0,E,4TH AVE NE,concrete,1.8288,221.7441306182307,"[-122.32434328728395, 47.674305335724824]","[-122.32437594886042, 47.67231033320418]",[]
34,1010,1.0,0,0,W,LATONA AVE NE,concrete,1.8288,6.418021788517761,"[-122.32568027634103, 47.683511845532934]","[-122.32568104985491, 47.68356958869529]",[]
35,1011,1.0,89,0,W,LATONA AVE NE,concrete,1.8288,25.490059067987904,"[-122.32567720423401, 47.68328251059074]","[-122.32568027634103, 47.683511845532934]",[]
36,1035,0.0,-41,0,S,NE 71ST ST,concrete,1.8288,67.92032736629926,"[-122.32183997969467, 47.68015992168884]","[-122.32270593075158, 47.68013531176103]",[]
37,1121,0.0,-15,0,SE,WOODLAWN AVE NE,concrete,2.286,15.33601474578238,"[-122.32476419368085, 47.67884525431548]","[-122.3248403626281, 47.67871721681664]",[]
38,1123,1.0,0,0,W,8TH AVE NE,concrete,0.0,0.788144676487339,"[-122.32010338377152, 47.67410696268288]","[-122.32010335122199, 47.67411405391154]",[]
39,1133,1.0,36,0,W,ROOSEVELT WAY NE,concrete,1.2191999999999998,30.825535518283683,"[-122.3175868080789, 47.682693882462736]","[-122.3175936697973, 47.68297119332452]",[]
40,1147,0.0,0,0,E,LATONA AVE NE,concrete,1.8288,6.304351119249127,"[-122.32533625606624, 47.67519242938379]","[-122.32533714287818, 47.67513570968115]",[]
41,1148,0.0,62,0,E,LATONA AVE NE,concrete,1.8288,70.27942486294756,"[-122.32532636992023, 47.675824727261606]","[-122.32533625606624, 47.67519242938379]",[]
42,1162,0.0,-26,0,E,WOODLAWN AVE NE,concrete,1.2191999999999998,59.65821967973594,"[-122.32456363144667, 47.68043769963177]","[-122.32445677593066, 47.67990580315835]",[]
43,1195,1.0,-3,0,SW,KENSINGTON PL N,concrete,1.8288,9.715867965592794,"[-122.33005952631328, 47.668557202905944]","[-122.33011198833867, 47.66863711603892]",[]
44,1196,1.0,-3,0,SW,KENSINGTON PL N,concrete,1.8288,75.91384867896859,"[-122.32964962561893, 47.66793280973366]","[-122.33005952631328, 47.668557202905944]",[]
45,1294,1.0,-66,0,N,N 61ST ST,concrete,1.8288,97.16432784549951,"[-122.35132718542458, 47.673220983397364]","[-122.35003285011446, 47.673215755723525]",[]
46,1307,0.0,2,0,SE,EAST GREEN LAKE WAY N,concrete,1.8288,79.82300699166557,"[-122.33361799638625, 47.67505688266234]","[-122.33410947325919, 47.674777414741946]",[]
47,1351,1.0,26,0,W,LINDEN AVE N,concrete,1.1176,72.61192070658971,"[-122.3464855509393, 47.68185942632847]","[-122.34647992309765, 47.68251273534959]",[]
48,1378,1.0,0,0,N,N 50TH ST,concrete,1.8288,6.276939589739799,"[-122.33775248542571, 47.66509691473456]","[-122.33766888128935, 47.665096904451325]",[]
49,1379,1.0,41,0,N,N 50TH ST,concrete,1.8288,50.14956593689615,"[-122.33842044012586, 47.6650969947046]","[-122.33775248542571, 47.66509691473456]",[]
50,1433,0.0,-97,0,S,N 57TH ST,concrete,1.8288,49.470489458908254,"[-122.3391149403871, 47.6701414220708]","[-122.3397738713808, 47.670146479292754]",[]
51,1493,0.0,0,0,E,EAST GREEN LAKE WAY N,concrete,1.8288,3.469764284936296,"[-122.33980515242942, 47.66987289270516]","[-122.33980871129228, 47.66984176641123]",[]
52,1494,0.0,-16,0,E,EAST GREEN LAKE WAY N,concrete,1.8288,30.497720592127123,"[-122.3397738713808, 47.670146479292754]","[-122.33980515242942, 47.66987289270516]",[]
53,1496,1.0,0,0,N,N 56TH ST,paving_stones,1.778,89.32253469257418,"[-122.33295070024299, 47.66876061135519]","[-122.33284619309953, 47.668760362522576]",[]
54,1497,1.0,-110,0,N,NE 53RD ST,N/A,1.8288,191.12084042202667,"[-122.32548197239748, 47.66721826605267]","[-122.32293642814595, 47.66720011423866]",[]
55,1501,0.0,47,0,NE,CANFIELD PL N,concrete,1.8288,248.2996323930028,"[-122.3368494540184, 47.670514389572205]","[-122.3348314555546, 47.668744353644435]",[]
56,1516,1.0,25,0,W,LINDEN AVE N,concrete,1.2191999999999998,66.59287307373816,"[-122.34740574706018, 47.67965188127304]","[-122.34739968714585, 47.68025103174467]",[]
57,1532,0.0,0,0,E,5TH AVE NE,concrete,1.8288,6.288227827275546,"[-122.32274112565747, 47.67158734036848]","[-122.32274146661464, 47.67153076301852]",['NE 60TH STREET PARK']
58,1533,0.0,0,0,E,5TH AVE NE,concrete,1.8288,67.20587377831346,"[-122.32273748156693, 47.6721920147098]","[-122.32274112565747, 47.67158734036848]",['NE 60TH STREET PARK']
59,1539,1.0,50,0,N,N 52ND ST,concrete,1.8288,144.6773415227499,"[-122.33840710666652, 47.66655414043477]","[-122.33648006112331, 47.66655229943928]",[]
60,1587,1.0,-12,0,N,NE 65TH ST,concrete,2.4383999999999997,19.279318107656124,"[-122.32230355168748, 47.675960859675094]","[-122.32204674217706, 47.675958230598965]",[]
61,1656,0.0,4,0,E,8TH AVE NE,concrete,1.8288,66.61044975183829,"[-122.3200137505066, 47.67071587666187]","[-122.32001568692354, 47.67011655601727]",[]
62,1669,0.0,-94,0,S,NE 69TH ST,asphalt,1.8288,26.63959587427557,"[-122.32151899877299, 47.67872808854286]","[-122.32187386006133, 47.678732115447836]",[]
63,1739,1.0,44,0,N,NE 77TH ST,concrete,1.8288,86.33747702265453,"[-122.32819619529383, 47.68510021769726]","[-122.32704598253524, 47.68508662228239]",[]
64,1753,1.0,13,0,NW,EAST GREEN LAKE WAY N,N/A,2.4383999999999997,23.105815546939503,"[-122.32588309309067, 47.67961519546948]","[-122.32583147386667, 47.679820144369266]",['GREEN LAKE PARK']
65,1754,1.0,13,0,NW,EAST GREEN LAKE WAY N,N/A,2.4383999999999997,56.1869265396741,"[-122.32614345168341, 47.67914682415948]","[-122.32603707126766, 47.67925767881404]",['GREEN LAKE PARK']
66,1755,1.0,13,0,NW,EAST GREEN LAKE WAY N,N/A,2.4383999999999997,26.96646370811528,"[-122.32633884117577, 47.67894321531239]","[-122.32614345168341, 47.67914682415948]",['GREEN LAKE PARK']
67,1778,0.0,-36,0,S,N 80TH ST,concrete,1.8288,44.326041186207824,"[-122.32976849828565, 47.68680214028612]","[-122.33035904805072, 47.68680888455031]",[]
68,1779,0.0,0,0,S,N 80TH ST,concrete,1.8288,6.422521912701454,"[-122.32968293192269, 47.6868011628391]","[-122.32976849828565, 47.68680214028612]",[]
69,1783,1.0,45,0,W,SUNNYSIDE AVE N,concrete,1.8288,188.38518709558684,"[-122.32942794799371, 47.68330738995883]","[-122.32944955512657, 47.685002304909744]",[]
70,1784,1.0,0,0,W,SUNNYSIDE AVE N,concrete,1.8288,5.244328449432319,"[-122.32942734649893, 47.683260206355]","[-122.32942794799371, 47.68330738995883]",[]
71,1795,1.0,-112,0,N,NE 52ND ST,concrete,1.8288,191.60357653020787,"[-122.32549328152572, 47.66649456765587]","[-122.32294134230247, 47.66647641294806]",[]
72,1856,0.0,-86,0,S,NE 78TH ST,concrete,1.8288,86.38486789138621,"[-122.32166397556229, 47.685257493124]","[-122.3228149680161, 47.68526320181766]",[]
73,1869,0.0,43,0,SE,N 54TH ST,concrete,1.8288,88.31521916647053,"[-122.32958215521268, 47.66783002139158]","[-122.33065757205917, 47.66750799209256]",[]
74,1896,1.0,-4,0,W,WALLINGFORD AVE N,concrete,1.8288,68.89995315591473,"[-122.33649275665782, 47.66509671801939]","[-122.33648805240499, 47.66571663305668]",[]
75,1897,1.0,0,0,N,NE 65TH ST,concrete,1.8288,6.200364501969641,"[-122.32346701164602, 47.67596056887443]","[-122.3233844216439, 47.67595964842892]",[]
76,1898,1.0,-37,0,N,NE 65TH ST,concrete,1.8288,68.0721008950617,"[-122.32437374485508, 47.67597067028484]","[-122.32346701164602, 47.67596056887443]",[]
77,1915,1.0,-24,0,W,WALLINGFORD AVE N,concrete,1.8288,26.999385530596168,"[-122.33693586806906, 47.670240290954965]","[-122.33700810218272, 47.67047826593314]",[]
78,1916,1.0,-24,0,W,WALLINGFORD AVE N,concrete,1.8288,169.93392788780437,"[-122.33648124192966, 47.66874247704852]","[-122.33693586806906, 47.670240290954965]",[]
79,1957,0.0,-18,0,SE,MCKINLEY PL N,concrete,1.8288,113.9644094695762,"[-122.33510095780281, 47.67176273313136]","[-122.3353472257136, 47.67155741080212]",[]
80,1985,0.0,0,0,SE,AURORA AVE N,N/A,1.8288,0.6543209110731126,"[-122.3450260163801, 47.68027455329083]","[-122.34502923291376, 47.68026908148219]",['GREEN LAKE PARK']
81,1986,0.0,0,0,SE,AURORA AVE N,N/A,1.8288,74.27406706532605,"[-122.34458702550049, 47.68087225709974]","[-122.34484294981256, 47.680564738400776]",['GREEN LAKE PARK']
82,1987,0.0,0,0,SE,AURORA AVE N,N/A,1.8288,15.212240216291915,"[-122.34448772538316, 47.68099157499893]","[-122.34458702550049, 47.68087225709974]",['GREEN LAKE PARK']
83,1991,1.0,74,0,N,N 62ND ST,concrete,1.8288,187.29557826582604,"[-122.3334587849897, 47.67374547101958]","[-122.33096406386238, 47.67371822724246]",[]
84,1995,1.0,60,0,W,6TH AVE NE,concrete,1.8288,44.4860593320202,"[-122.3216562261307, 47.6841574308999]","[-122.32166425433513, 47.68455765295577]",[]
85,2049,1.0,-111,0,N,N 68TH ST,concrete,1.8288,186.6068353253084,"[-122.35252493918523, 47.67878494446615]","[-122.35003885289977, 47.6787766924991]",[]
86,2072,1.0,55,0,N,NE LONGWOOD PL,concrete,1.8288,97.88751154157255,"[-122.32552509420685, 47.68434904571884]","[-122.32422103078784, 47.684333510599444]",[]
87,2103,1.0,28,0,NW,1ST AVE NE,concrete,1.8288,59.294601469491504,"[-122.3286903850781, 47.66674879832082]","[-122.32868951287715, 47.666756473497536]",[]
88,2134,0.0,18,0,E,AURORA AVE N,concrete,2.286,732.2507926778536,"[-122.34710664017432, 47.67165906314093]","[-122.34715847383448, 47.66507077072935]",['WOODLAND PARK']
89,2195,1.0,0,0,NW,EAST GREEN LAKE WAY N,N/A,2.4383999999999997,1.1612880352802641,"[-122.32634848471525, 47.67893504476048]","[-122.32633884117577, 47.67894321531239]",['GREEN LAKE PARK']
90,2196,1.0,1,0,NW,EAST GREEN LAKE WAY N,N/A,2.4383999999999997,49.32703580098561,"[-122.32682315063238, 47.678632789103446]","[-122.32664468749273, 47.6787167915614]",['GREEN LAKE PARK']
91,2197,1.0,0,0,NW,EAST GREEN LAKE WAY N,N/A,2.4383999999999997,5.414184785682652,"[-122.32688232689651, 47.678604934761424]","[-122.32682315063238, 47.678632789103446]",['GREEN LAKE PARK']
92,2203,0.0,-25,0,S,NE 76TH ST,concrete,1.8288,146.24262879606616,"[-122.32356555837077, 47.68348952316141]","[-122.32551377678361, 47.68351286581326]",[]
93,2256,0.0,-26,0,E,LINDEN AVE N,concrete,1.8288,53.09908314806858,"[-122.34626468335037, 47.682512713058145]","[-122.34626880082214, 47.68203496632011]",[]
94,2351,0.0,59,0,S,N 76TH ST,concrete,1.8288,179.1460026837225,"[-122.34465238750381, 47.68398167178421]","[-122.34703933670092, 47.68397861184322]",[]
95,2374,1.0,53,0,NW,LATONA AVE NE,concrete,1.8288,122.53791210614799,"[-122.3266882330104, 47.682322831811]","[-122.3256726752181, 47.68306325499965]",[]
96,2436,0.0,-15,0,SE,EAST GREEN LAKE WAY N,concrete,1.524,63.01560863809506,"[-122.32565799747114, 47.67958933511742]","[-122.32569432073807, 47.67946637264143]",[]
97,2445,0.0,35,0,E,1ST AVE NE,concrete,1.8288,66.70842216505207,"[-122.32812984489894, 47.672224499886475]","[-122.32813919456804, 47.671624329239975]",[]
98,2493,0.0,0,0,S,NE 60TH ST,concrete,1.8288,6.254297344544087,"[-122.32437766968559, 47.67219790028232]","[-122.32446097896677, 47.67219848366223]",[]
99,2494,0.0,78,0,S,NE 60TH ST,concrete,1.8288,63.57508670835965,"[-122.32353082893067, 47.672191966779025]","[-122.32437766968559, 47.67219790028232]",[]
100,2495,0.0,0,0,S,NE 60TH ST,concrete,1.8288,6.254493008115364,"[-122.32344751707122, 47.67219138270556]","[-122.32353082893067, 47.672191966779025]",[]
101,2557,0.0,4,0,E,WALLINGFORD AVE N,concrete,1.8288,69.19404026364174,"[-122.33632160082266, 47.665716556729755]","[-122.33632632713356, 47.6650939957124]",[]
102,2574,1.0,-13,0,N,NE 60TH ST,concrete,1.8288,189.48550584982658,"[-122.32812810091575, 47.672336932701185]","[-122.32560408617792, 47.672319202050176]",[]
103,2616,1.0,-95,0,W,LINDEN AVE N,concrete,1.8288,66.80887019184178,"[-122.34856668778424, 47.67392303254904]","[-122.34856188735456, 47.67452413233327]",[]
104,2675,1.0,0,0,W,5TH AVE NE,concrete,1.905,6.43196080054265,"[-122.3229933009329, 47.68197256084093]","[-122.32299381380655, 47.682030430745215]",[]
105,2676,1.0,33,0,W,5TH AVE NE,concrete,1.905,34.52198372810915,"[-122.32299054821601, 47.68166195820841]","[-122.3229933009329, 47.68197256084093]",[]
106,2684,1.0,62,0,N,N 50TH ST,concrete,1.8288,34.4074359296774,"[-122.33904519597905, 47.66509348083337]","[-122.3385869157111, 47.665094142873706]",[]
107,2685,1.0,0,0,N,N 50TH ST,concrete,1.8288,6.163815003746208,"[-122.33912729319853, 47.66509336204084]","[-122.33904519597905, 47.66509348083337]",[]
108,2696,0.0,0,0,S,NE 70TH ST,concrete,1.8288,6.045549239287711,"[-122.31866373761653, 47.67940846594493]","[-122.31874427507927, 47.67940916261367]",[]
109,2697,0.0,-25,0,S,NE 70TH ST,concrete,1.8288,85.54737734043961,"[-122.3175240947726, 47.67939860169459]","[-122.31866373761653, 47.67940846594493]",[]
110,2698,1.0,-41,0,NW,MCKINLEY PL N,concrete,1.8288,56.99666106785639,"[-122.3351128383368, 47.671931568419915]","[-122.33463619791883, 47.67233074785616]",[]
111,2699,1.0,0,0,NW,MCKINLEY PL N,concrete,1.8288,3.8019410301631726,"[-122.33514463219915, 47.67190494123175]","[-122.3351128383368, 47.671931568419915]",[]
112,2729,1.0,-61,0,W,DAYTON AVE N,concrete,1.8288,69.77960098922814,"[-122.352472651663, 47.67539155801598]","[-122.35246832630446, 47.6760193887666]",[]
113,2738,0.0,-25,0,SE,1ST AVE NE,concrete,1.8288,89.90886099494105,"[-122.32794195723795, 47.66712315892284]","[-122.32818855537234, 47.66705097258046]",[]
114,2763,0.0,14,0,S,N 74TH ST,concrete,1.8288,249.74670570143806,"[-122.34647992309765, 47.68251273534959]","[-122.34980744821658, 47.68250419499481]",[]
115,2779,1.0,22,0,W,FREMONT AVE N,concrete,1.8288,66.73095393279415,"[-122.35003756406408, 47.67250291581413]","[-122.3500336061408, 47.67310331757249]",[]
116,2795,0.0,24,0,SW,N 76TH ST,concrete,1.524,45.72842197639701,"[-122.34113116045424, 47.683715330125466]","[-122.34129447814342, 47.68375499859887]",[]
117,2798,1.0,15,0,N,NE 50TH ST,concrete,1.8288,74.67379743559493,"[-122.32061900303486, 47.665054539960195]","[-122.31962444833766, 47.66504837217572]",[]
118,2808,1.0,59,0,W,9TH AVE NE,concrete,1.016,46.033005617033936,"[-122.3187592325039, 47.682634057383055]","[-122.31868397759774, 47.68285258858423]",[]
119,2933,1.0,-9,0,N,NE 78TH ST,concrete,1.8288,188.78318159089054,"[-122.32014730395184, 47.68536209503583]","[-122.31763195819622, 47.685349063846864]",[]
120,2935,1.0,-18,0,NW,WINONA AVE N,concrete,1.524,122.5255147610909,"[-122.341617961733, 47.684094971401706]","[-122.34025358520849, 47.68470034579716]",[]
121,2996,1.0,18,0,W,ROOSEVELT WAY NE,concrete,1.6764,64.93673652410148,"[-122.31755944951966, 47.680920156209154]","[-122.31757170977825, 47.681504359284475]",[]
122,3049,1.0,64,0,N,NE 79TH ST,concrete,1.8288,188.02151336443126,"[-122.32283037030284, 47.68610524302005]","[-122.3203251379669, 47.68609216130203]",[]
123,3098,0.0,59,0,S,N 63RD ST,concrete,1.524,75.12694161682855,"[-122.34561837154376, 47.67408689339021]","[-122.3463979305331, 47.67390167912974]",['WOODLAND PARK']
124,3138,0.0,1,0,S,NE 57TH ST,concrete,1.8288,188.31536036092865,"[-122.32565533747689, 47.67004196970968]","[-122.32816365620407, 47.6700595996222]",[]
125,3141,0.0,22,0,E,CORLISS AVE N,concrete,1.8288,72.8112037662561,"[-122.33078753496409, 47.67437148357942]","[-122.3307976075596, 47.67371640580867]",[]
126,3217,0.0,-97,0,S,N 65TH ST,concrete,1.8288,80.3731045637447,"[-122.33154788559246, 47.67591519786433]","[-122.33261849877053, 47.675925899240355]",[]
127,3260,1.0,-32,0,W,8TH AVE NE,concrete,1.8288,68.1714325267884,"[-122.320174957731, 47.67155513832231]","[-122.32014673465031, 47.672168208765264]",[]
128,3267,1.0,-59,0,N,N 76TH ST,concrete,1.8288,185.97498906676415,"[-122.34713091494133, 47.68409093261251]","[-122.34465297070014, 47.684094110167315]",[]
129,3289,0.0,4,0,SW,N 63RD ST,asphalt,0.508,83.90344163896287,"[-122.34677150420306, 47.67390154034154]","[-122.34689694283158, 47.67393475188541]",['WOODLAND PARK']
130,3292,1.0,-3,0,W,WOODLAWN AVE N,concrete,1.8288,69.26623313953304,"[-122.3385869157111, 47.665094142873706]","[-122.33858151803797, 47.66571735109153]",[]
131,3301,1.0,-80,0,N,N 62ND ST,concrete,1.8288,97.20691861435226,"[-122.35278374585415, 47.67393822891668]","[-122.35148881939867, 47.673933709870425]",[]
132,3344,0.0,-27,0,NE,STONE AVE N,concrete,1.4223999999999999,66.33777966585954,"[-122.34202099688086, 47.68277818351195]","[-122.34160914947604, 47.682250071398464]",[]
133,3376,0.0,6,0,S,NE 55TH ST,concrete,1.8288,27.57751136466677,"[-122.3201885956203, 47.66853958167007]","[-122.32055591057714, 47.66854219843617]",[]
134,3377,0.0,0,0,S,NE 55TH ST,concrete,1.8288,6.305035650027525,"[-122.32010461655213, 47.668538983234725]","[-122.3201885956203, 47.66853958167007]",[]
135,3401,1.0,0,0,W,8TH AVE NE,concrete,2.286,6.296869652236525,"[-122.32016647976403, 47.67493594451031]","[-122.32016636279347, 47.67499259998075]",[]
136,3402,1.0,6,0,W,8TH AVE NE,concrete,2.286,78.79214823477365,"[-122.32016794332822, 47.6742270197955]","[-122.32016647976403, 47.67493594451031]",[]
137,3451,0.0,-60,0,S,N 64TH ST,concrete,1.8288,72.7864372958451,"[-122.3324842510865, 47.67514017880912]","[-122.33325663756985, 47.67515390971175]",[]
138,3462,0.0,29,0,E,LATONA AVE NE,concrete,1.8288,66.67565801830615,"[-122.32540940270358, 47.67149261429363]","[-122.32541849941667, 47.67089273675879]",[]
139,3463,1.0,-45,0,W,LATONA AVE NE,concrete,1.524,51.11894371851429,"[-122.32560408617792, 47.672319202050176]","[-122.3255970103254, 47.67277911580343]",[]
140,3508,0.0,30,0,NE,KENSINGTON PL N,concrete,1.8288,76.59926559833825,"[-122.33136356693824, 47.67082159150592]","[-122.33095000857365, 47.67019154260845]",[]
141,3534,1.0,-56,0,W,SUNNYSIDE AVE N,concrete,1.8288,166.66987603076333,"[-122.3296884301499, 47.67601550687761]","[-122.32955161187895, 47.677512255573994]",[]
142,3535,1.0,20,0,W,9TH AVE NE,concrete,1.8288,78.91894163962108,"[-122.31878792830408, 47.67422002108569]","[-122.31878654815085, 47.67493008659869]",[]
143,3554,1.0,58,0,N,N 65TH ST,concrete,1.8288,36.129579984981156,"[-122.33076071058375, 47.676027228059276]","[-122.33027945380834, 47.676021996181966]",[]
144,3555,1.0,0,0,N,N 65TH ST,concrete,1.8288,6.286724116708747,"[-122.33084445163503, 47.67602813822547]","[-122.33076071058375, 47.676027228059276]",[]
145,3654,1.0,39,0,W,CORLISS AVE N,concrete,1.8288,250.49775221283815,"[-122.33047639466731, 47.68276166238489]","[-122.33050388421746, 47.68501541589526]",[]
146,3660,1.0,-28,0,W,WALLINGFORD AVE N,concrete,1.8288,67.97927029355012,"[-122.33648006112331, 47.66655229943928]","[-122.33647499404161, 47.66716392910043]",[]
147,3671,0.0,-98,0,SE,ORIN CT N,concrete,1.8288,77.2361376248574,"[-122.33336132111471, 47.68408511352898]","[-122.3342146598415, 47.683696695550616]",[]
148,3752,1.0,0,0,NE,NE RAVENNA BLVD,concrete,1.8288,38.9407118140234,"[-122.31994583436278, 47.67393127457265]","[-122.31967061262752, 47.673634286212554]",[]
149,3764,0.0,-31,0,E,5TH AVE NE,concrete,1.8288,32.91973034978787,"[-122.32276182740036, 47.68197349383716]","[-122.32275920375416, 47.68167730706713]",[]
150,3781,1.0,-19,0,W,LATONA AVE NE,concrete,1.524,66.72749189867412,"[-122.32562974042541, 47.67160659781836]","[-122.32560708544823, 47.6722067780938]",[]
151,3798,0.0,3,0,E,EAST GREEN LAKE WAY N,concrete,1.8288,33.07447447129263,"[-122.33980842901121, 47.669633211371824]","[-122.33980802621566, 47.66933562602306]",[]
152,3799,0.0,3,0,E,EAST GREEN LAKE WAY N,concrete,1.8288,16.251720213905454,"[-122.33980862692702, 47.66977943512046]","[-122.33980842901121, 47.669633211371824]",[]
153,3800,0.0,0,0,E,EAST GREEN LAKE WAY N,concrete,1.8288,6.927675743948672,"[-122.33980871129228, 47.66984176641123]","[-122.33980862692702, 47.66977943512046]",[]
154,3802,0.0,2,0,NE,KENSINGTON PL N,concrete,1.8288,27.285275869775898,"[-122.32941190027942, 47.66784804129951]","[-122.32926460087597, 47.66762361105672]",[]
155,3837,1.0,-112,0,N,NE 54TH ST,concrete,1.8288,190.72601681981362,"[-122.32547166879883, 47.667941895634904]","[-122.32293133867235, 47.667924394103245]",[]
156,3880,1.0,28,0,N,N 55TH ST,concrete,1.8288,122.3819957367989,"[-122.32998150176357, 47.668715744216385]","[-122.32835144052164, 47.668704396358216]",[]
157,3888,1.0,60,0,N,N 64TH ST,concrete,1.8288,70.11942155805265,"[-122.33325683813003, 47.67528411552229]","[-122.33324528027845, 47.6752826459392]",[]
