,id,forward,incline,layer,side,street_name,surface,width,length,v_coordinates,u_coordinates,adjacent_parks
923,21963,1.0,16,0,N,NE 65TH ST,concrete,2.286,79.3754519203361,"[-122.32121698217732, 47.67594280087723]","[-122.32015962529748, 47.67593390424252]",[]
924,21965,1.0,-97,0,N,N 61ST ST,concrete,1.8288,26.14482475262372,"[-122.34840508391825, 47.6732115252781]","[-122.34805680217566, 47.67321071388168]",[]
925,21977,1.0,39,0,N,NE 80TH ST,concrete,1.8288,89.03042680508528,"[-122.32424603439848, 47.68686688312065]","[-122.32305989929218, 47.68685311600252]",[]
926,22191,1.0,-2,0,W,PHINNEY AVE N,concrete,1.8288,63.5724676633516,"[-122.35451445401822, 47.673231869463095]","[-122.35451023824334, 47.67380385195555]",[]
927,22230,0.0,-25,0,E,LATONA AVE NE,concrete,1.8288,67.94159698760232,"[-122.32548373603224, 47.66710583330701]","[-122.32549328152572, 47.66649456765587]",[]
928,22263,1.0,-39,0,N,N 77TH ST,concrete,1.8288,15.9904393082953,"[-122.33961848197117, 47.68481092819685]","[-122.33940542330419, 47.68481026106197]",[]
929,22292,0.0,76,0,S,NE 63RD ST,concrete,1.8288,29.89362948411775,"[-122.3223631853095, 47.67428990128917]","[-122.32276139113948, 47.67429287402585]",[]
930,22323,1.0,6,0,NW,WOODLAWN AVE NE,concrete,1.8288,47.05957154098775,"[-122.32544307929756, 47.67839100252794]","[-122.32527018135885, 47.678570961267894]",[]
931,22324,1.0,0,0,NW,WOODLAWN AVE NE,concrete,1.8288,3.4142874821431355,"[-122.32546783839692, 47.678365232193265]","[-122.32544307929756, 47.67839100252794]",[]
932,22350,1.0,1,0,NE,NE RAVENNA BLVD,concrete,1.8288,219.30888495881288,"[-122.32335325204198, 47.677622636010845]","[-122.32180242767014, 47.675950343407585]",[]
933,22409,0.0,0,0,NE,KEYSTONE PL N,concrete,1.8288,9.566255644662272,"[-122.33151981274482, 47.66658339160422]","[-122.3314681263385, 47.66650471925959]",[]
934,22410,0.0,0,0,NE,KEYSTONE PL N,concrete,1.8288,69.79173223398692,"[-122.33189690161231, 47.667157354143015]","[-122.33151981274482, 47.66658339160422]",[]
935,22467,0.0,77,0,E,LINDEN AVE N,concrete,1.8288,21.202114984649814,"[-122.34840583138799, 47.67309908717391]","[-122.34840707952952, 47.672908324328]",[]
936,22472,0.0,54,0,S,N 60TH ST,concrete,1.8288,97.20204594216223,"[-122.35149941582432, 47.67239567800952]","[-122.35279423863685, 47.67240028559765]",[]
937,22497,0.0,0,0,E,DAYTON AVE N,concrete,1.8288,69.32148253760694,"[-122.35234075259284, 47.68543308807135]","[-122.35232982388104, 47.68480941710543]",[]
938,22501,1.0,-18,0,W,WOODLAWN AVE N,concrete,1.8288,131.43461194404975,"[-122.33142212573834, 47.676026281836094]","[-122.33111032931065, 47.677189954285176]",[]
939,22514,1.0,-2,0,NW,EAST GREEN LAKE WAY N,N/A,1.8288,40.07427726224745,"[-122.33813883613283, 47.672058948647944]","[-122.3380354724955, 47.67208881048197]",['GREEN LAKE PARK']
940,22515,1.0,-2,0,NW,EAST GREEN LAKE WAY N,N/A,1.8288,275.3274564090411,"[-122.33999648859015, 47.670256560430964]","[-122.34000964225125, 47.67082413424755]",['GREEN LAKE PARK']
941,22516,1.0,0,0,NW,EAST GREEN LAKE WAY N,N/A,1.8288,5.850119997346971,"[-122.339995268897, 47.670203930803325]","[-122.33999648859015, 47.670256560430964]",['GREEN LAKE PARK']
942,22518,0.0,84,0,S,N 70TH ST,concrete,1.8288,190.5383094849834,"[-122.34998575535481, 47.67954815581172]","[-122.35252327146762, 47.67959666960576]",[]
943,22544,1.0,-94,0,W,FREMONT AVE N,concrete,1.8288,66.6835924450805,"[-122.35004290754487, 47.67179050408876]","[-122.35003836069082, 47.67239047788104]",[]
944,22547,0.0,-4,0,S,NE 65TH ST,concrete,1.8288,46.6831975532912,"[-122.32745105493314, 47.675855768829926]","[-122.3280726878237, 47.67586836416695]",[]
945,22548,0.0,0,0,S,NE 65TH ST,concrete,1.8288,6.157860475669447,"[-122.327369056963, 47.6758541071601]","[-122.32745105493314, 47.675855768829926]",[]
946,22566,1.0,-54,0,SW,KENWOOD PL N,concrete,1.8288,20.28060359643686,"[-122.33603499234596, 47.67073867436508]","[-122.33619966577727, 47.67088332845322]",[]
947,22567,1.0,-54,0,SW,KENWOOD PL N,concrete,1.8288,280.183680252736,"[-122.33376060271155, 47.668740003775106]","[-122.33376128077605, 47.66874127216679]",[]
948,22577,1.0,42,0,W,DAYTON AVE N,concrete,1.8288,60.752399551342734,"[-122.35268935718392, 47.679710859993556]","[-122.35268653875536, 47.68025747215623]",[]
949,22583,1.0,-68,0,W,EVANSTON AVE N,concrete,1.8288,66.65255707366215,"[-122.35149365722185, 47.67322157582483]","[-122.35148961584801, 47.67382127195506]",[]
950,22613,1.0,0,0,W,MERIDIAN AVE N,concrete,1.8288,67.87217817969784,"[-122.33380750830189, 47.665828248871826]","[-122.333802104555, 47.66643891357253]",[]
951,22623,0.0,18,0,E,GREEN LAKE WAY N,concrete,1.8288,64.83477910995343,"[-122.33990258112382, 47.66567329571587]","[-122.33999587621717, 47.66509336284625]",[]
952,22625,0.0,97,0,S,N 61ST ST,concrete,1.8288,17.693668593991784,"[-122.34817013011195, 47.673098538176006]","[-122.34840583138799, 47.67309908717391]",[]
953,22628,1.0,28,0,N,N 63RD ST,concrete,1.8288,16.52306687178362,"[-122.33345636661666, 47.67451304946202]","[-122.33323628517886, 47.67451047745222]",[]
954,22645,1.0,0,0,SW,EAST GREEN LAKE DR N,asphalt,3.048,4.519079315883223,"[-122.3367474663584, 47.68551101599711]","[-122.33680277177068, 47.68552709596069]",['GREEN LAKE PARK']
955,22646,1.0,-5,0,SW,EAST GREEN LAKE DR N,asphalt,3.048,31.08562243913775,"[-122.33638451541789, 47.68537766558202]","[-122.33654705611181, 47.685448130306426]",['GREEN LAKE PARK']
956,22647,1.0,0,0,SW,EAST GREEN LAKE DR N,asphalt,3.048,6.924159361134941,"[-122.33630687812916, 47.68534400807706]","[-122.33638451541789, 47.68537766558202]",['GREEN LAKE PARK']
957,22661,0.0,0,0,SE,AURORA AVE N,N/A,1.3716,8.463768759318574,"[-122.34447041755583, 47.681066824767456]","[-122.34448772538316, 47.68099157499893]",['GREEN LAKE PARK']
958,22662,0.0,0,0,SE,AURORA AVE N,N/A,1.3716,3.598982995251171,"[-122.34446305786672, 47.68109882264394]","[-122.34447041755583, 47.681066824767456]",['GREEN LAKE PARK']
959,22692,0.0,39,0,S,N 75TH ST,concrete,1.8288,179.65114404803597,"[-122.34996425902372, 47.68324153949764]","[-122.35235790286251, 47.68323750333649]",[]
960,22710,0.0,0,0,S,NE 65TH ST,concrete,2.4383999999999997,1.6716727372137383,"[-122.32569054370526, 47.675828800102444]","[-122.3257128105545, 47.675829051910156]",[]
961,22711,0.0,80,0,S,NE 65TH ST,concrete,2.4383999999999997,9.356571911214528,"[-122.32556591322974, 47.67582739062193]","[-122.32569054370526, 47.675828800102444]",[]
962,22737,0.0,-14,0,E,FREMONT AVE N,concrete,1.8288,69.77944027869098,"[-122.34980878973825, 47.68099599399162]","[-122.34980811217967, 47.68036815875138]",[]
963,22786,1.0,20,0,N,NE 54TH ST,concrete,1.8288,189.8058452279232,"[-122.32818244826693, 47.66796045553335]","[-122.32565437092224, 47.6679431502868]",[]
964,22791,0.0,17,0,S,N 77TH ST,concrete,1.8288,176.75380914319123,"[-122.34997378545081, 47.68469688468508]","[-122.35232889858828, 47.68469697808891]",[]
965,22792,1.0,0,0,N,NE 50TH ST,concrete,1.8288,6.1393860022259785,"[-122.32620662362888, 47.665061112944635]","[-122.3261248537238, 47.665060728714174]",[]
966,22793,1.0,9,0,N,NE 50TH ST,concrete,1.8288,68.08510225363334,"[-122.32711344282825, 47.66506537011094]","[-122.32620662362888, 47.665061112944635]",[]
967,22794,1.0,0,0,N,NE 50TH ST,concrete,1.8288,6.210815007664334,"[-122.32719616411184, 47.66506575809872]","[-122.32711344282825, 47.66506537011094]",[]
968,22810,1.0,-50,0,NW,N 67TH ST,concrete,1.8288,16.41664666727192,"[-122.35461404121564, 47.677752656776875]","[-122.35457090225357, 47.6777672405069]",[]
969,22820,0.0,-59,0,NE,LINDEN AVE N,concrete,1.8288,86.71848803974135,"[-122.34703933670092, 47.68397861184322]","[-122.34633526870668, 47.683359957915116]",[]
970,22854,1.0,18,0,W,AURORA AVE N,concrete,1.2191999999999998,33.80539891192023,"[-122.344658047776, 47.68143297167643]","[-122.34465804756906, 47.68143297260328]",[]
971,22855,1.0,18,0,W,AURORA AVE N,concrete,1.2191999999999998,28.821953316449196,"[-122.34473520618145, 47.68117923573056]","[-122.34468360850008, 47.681318486835664]",[]
972,22857,1.0,66,0,N,N 59TH ST,concrete,1.8288,68.44944196045125,"[-122.33190790699685, 47.671650744035375]","[-122.33099614652728, 47.67164439617393]",[]
973,22908,1.0,-6,0,W,PHINNEY AVE N,concrete,1.8288,66.00334555049015,"[-122.35450921401433, 47.67391649379618]","[-122.35450256023724, 47.67451033798192]",[]
974,23083,1.0,26,0,W,WOODLAWN AVE NE,concrete,2.1336,60.08905213480195,"[-122.3246609327802, 47.67988169174907]","[-122.32476856202538, 47.68041742922778]",[]
975,23105,0.0,-56,0,S,N 80TH ST,concrete,1.8288,52.163611691863196,"[-122.33564860842245, 47.68685744516504]","[-122.3363436727701, 47.68685918338137]",[]
976,23106,0.0,0,0,S,N 80TH ST,concrete,1.8288,6.189949597665297,"[-122.33556612922237, 47.68685723862166]","[-122.33564860842245, 47.68685744516504]",[]
977,23119,1.0,6,0,N,N 79TH ST,concrete,1.8288,188.59363204603332,"[-122.34981771607424, 47.686273368773534]","[-122.34730477965785, 47.686277861058926]",[]
978,23154,0.0,47,0,S,NE 56TH ST,concrete,1.8288,88.63878617850838,"[-122.32018481475103, 47.66926525252282]","[-122.32136544792215, 47.669273383431715]",[]
979,23160,0.0,-30,0,E,STONE AVE N,concrete,1.8288,66.74969375794424,"[-122.34171875055272, 47.68615534641371]","[-122.3417156349418, 47.68555477559499]",[]
980,23196,1.0,-19,0,W,LATONA AVE NE,concrete,1.8288,69.74215726119989,"[-122.32565355004319, 47.670154402234374]","[-122.32564354453353, 47.67078186551983]",[]
981,23220,1.0,14,0,N,NE 63RD ST,concrete,1.8288,86.83107371997437,"[-122.319944623566, 47.67422558391088]","[-122.31878792830408, 47.67422002108569]",[]
982,23229,1.0,62,0,N,N 75TH ST,concrete,1.8288,65.98445170128602,"[-122.32926144832837, 47.68330835670141]","[-122.32838241325875, 47.68329801116453]",[]
983,23249,1.0,0,0,W,1ST AVE NE,concrete,1.8288,67.90499716405905,"[-122.32833971174666, 47.66944983116291]","[-122.32833011089674, 47.67006076694769]",[]
984,23310,1.0,36,0,W,FREMONT AVE N,concrete,1.8288,68.33538795140875,"[-122.34996390937738, 47.68335397942357]","[-122.34996889868819, 47.683968812534225]",[]
985,23318,0.0,-1,0,NE,KEYSTONE PL N,concrete,1.8288,80.99040378633104,"[-122.33144623271747, 47.66647523547818]","[-122.33096256520554, 47.665823878850794]",[]
986,23319,0.0,0,0,NE,KEYSTONE PL N,concrete,1.8288,3.6660520464583124,"[-122.3314681263385, 47.66650471925959]","[-122.33144623271747, 47.66647523547818]",[]
987,23336,1.0,-67,0,N,N 63RD ST,concrete,1.8288,97.20471389731682,"[-122.34985592866967, 47.674640468721584]","[-122.34856101012427, 47.67463656995868]",[]
988,23376,1.0,-64,0,N,N 79TH ST,concrete,1.8288,183.5368163894783,"[-122.34711389553794, 47.686278162890176]","[-122.34466833628588, 47.686281585212456]",[]
989,23382,1.0,3,0,W,LATONA AVE NE,concrete,1.8288,69.93046918708814,"[-122.32565437092224, 47.6679431502868]","[-122.32565683245294, 47.66857234233412]",[]
990,23408,0.0,91,0,S,N 71ST ST,concrete,1.8288,191.02436222606957,"[-122.34997500076283, 47.68025593079629]","[-122.3525200414835, 47.68025743244189]",[]
991,23447,1.0,0,0,SW,EAST GREEN LAKE DR N,N/A,2.4383999999999997,6.5956201760835445,"[-122.32669287191713, 47.68103942810601]","[-122.32675908677403, 47.68107844279551]",['GREEN LAKE PARK']
992,23448,1.0,0,0,SW,EAST GREEN LAKE DR N,N/A,2.4383999999999997,45.69630396879359,"[-122.32629195560867, 47.68073259753277]","[-122.32641510318277, 47.68084606818732]",['GREEN LAKE PARK']
993,23449,1.0,0,0,SW,EAST GREEN LAKE DR N,N/A,2.4383999999999997,8.45267084091553,"[-122.32622538335542, 47.68067125625873]","[-122.32629195560867, 47.68073259753277]",['GREEN LAKE PARK']
994,23467,0.0,46,0,E,DAYTON AVE N,concrete,1.8288,81.47902659104274,"[-122.3525627471868, 47.676850527582594]","[-122.35256911640415, 47.676117437907095]",[]
995,23491,0.0,110,0,S,NE 53RD ST,N/A,1.8288,191.1953714172205,"[-122.32293720456819, 47.66708767446901]","[-122.32548373603224, 47.66710583330701]",[]
996,23493,0.0,11,0,S,N 75TH ST,concrete,1.8288,248.86999262324306,"[-122.34648183703104, 47.68324742092162]","[-122.34979774140643, 47.68324182080687]",[]
997,23531,0.0,17,0,E,PHINNEY AVE N,concrete,1.8288,71.95979362355759,"[-122.3542130290986, 47.676005296275946]","[-122.35421000453007, 47.67535784570254]",[]
998,23536,0.0,6,0,NE,5TH AVE NE,concrete,1.8288,309.3022758305784,"[-122.32526934666485, 47.67831487579395]","[-122.32308209388137, 47.6759563716545]",[]
999,23541,0.0,30,0,E,DAYTON AVE N,concrete,1.8288,90.21751763783703,"[-122.35252327146762, 47.67959666960576]","[-122.35252493918523, 47.67878494446615]",[]
1000,23621,1.0,4,0,W,9TH AVE NE,concrete,1.8288,78.88379427654769,"[-122.31879045817425, 47.67339783238574]","[-122.3187882149028, 47.67410758075979]",[]
1001,23626,0.0,15,0,E,LATONA AVE NE,concrete,1.8288,67.39421751244328,"[-122.32546421481017, 47.66928982875625]","[-122.32547349489178, 47.66868348673793]",[]
1002,23655,1.0,16,0,N,NE 73RD ST,concrete,1.8288,67.07018004381105,"[-122.32275920375416, 47.68167730706713]","[-122.32186646171644, 47.68165077538787]",[]
1003,23710,1.0,17,0,W,LINDEN AVE N,concrete,1.0668,88.12400994366476,"[-122.34739848949481, 47.677840991874916]","[-122.34740234847534, 47.678633877086774]",['LINDEN ORCHARD PARK']
1004,23716,0.0,-34,0,S,NE 80TH ST,concrete,1.8288,35.636489948049764,"[-122.3277453983467, 47.6867828104853]","[-122.32822024599741, 47.6867828998821]",[]
1005,23717,0.0,0,0,S,NE 80TH ST,concrete,1.8288,0.5367458730548049,"[-122.3277382463373, 47.6867828091238]","[-122.3277453983467, 47.6867828104853]",[]
1006,23735,0.0,0,0,E,KEYSTONE PL N,concrete,1.8288,73.73033031383356,"[-122.33088054928294, 47.66569498647202]","[-122.33052717886103, 47.66507603846725]",[]
1007,23783,0.0,-41,0,S,N 51ST ST,concrete,1.8288,144.67679656675074,"[-122.33648805240499, 47.66571663305668]","[-122.3384150610329, 47.66571782971143]",[]
1008,23866,0.0,18,0,S,N 80TH ST,concrete,1.8288,63.388010019609936,"[-122.33217162664745, 47.68682953816592]","[-122.3330161807532, 47.68683724305486]",[]
1009,23867,0.0,0,0,S,N 80TH ST,concrete,1.8288,6.3921767197368595,"[-122.33208646009963, 47.686828760844165]","[-122.33217162664745, 47.68682953816592]",[]
1010,23903,1.0,2,0,W,8TH AVE NE,concrete,1.8288,75.23654269445161,"[-122.32015962529748, 47.67593390424252]","[-122.3201840373584, 47.67661063738913]",[]
1011,23946,1.0,34,0,W,1ST AVE NE,concrete,1.8288,187.1839667584004,"[-122.32840336358741, 47.685102635989466]","[-122.32842744109358, 47.6867867267139]",[]
1012,23951,1.0,19,0,W,LATONA AVE NE,concrete,1.8288,67.94051815660966,"[-122.32568716949534, 47.66577216305571]","[-122.32567771073798, 47.666383419701816]",[]
1013,23958,0.0,-11,0,E,WOODLAWN AVE N,concrete,1.8288,154.36355500148477,"[-122.3378914217043, 47.67013207696715]","[-122.33791241677794, 47.66874327336753]",[]
1014,23959,0.0,0,0,E,WOODLAWN AVE N,concrete,1.8288,6.257883140632719,"[-122.33789057053444, 47.67018837891945]","[-122.3378914217043, 47.67013207696715]",[]
1015,23977,1.0,-48,0,N,N 61ST ST,concrete,1.8288,37.62669864424229,"[-122.34787280966933, 47.673209892075675]","[-122.34737158624525, 47.67320734741874]",[]
1016,23986,0.0,0,0,NE,PHINNEY AVE N,asphalt,1.524,3.0889996253003145,"[-122.35415765084736, 47.66525401434955]","[-122.35413389144414, 47.66523132387606]",['WOODLAND PARK ZOO']
1017,23987,0.0,-5,0,NE,PHINNEY AVE N,asphalt,1.524,14.427697202610366,"[-122.35426054545961, 47.665363547376856]","[-122.35419618492155, 47.66529081473299]",['WOODLAND PARK ZOO']
1018,24056,1.0,1,0,W,1ST AVE NE,concrete,1.8288,65.48085135824459,"[-122.32835144052164, 47.668704396358216]","[-122.3283421697031, 47.66929352228463]",[]
1019,24066,1.0,-2,0,W,2ND AVE NE,concrete,1.8288,77.85531379545047,"[-122.32705505117566, 47.68427369694793]","[-122.32704588193242, 47.684974165130164]",[]
1020,24077,0.0,37,0,E,FRANCIS AVE N,concrete,1.524,93.50861944188502,"[-122.35321465735684, 47.67694914111824]","[-122.35321815868747, 47.67611254112698]",[]
1021,24083,0.0,-6,0,SW,NE RAVENNA BLVD,concrete,1.8288,131.6118066300822,"[-122.31888769659979, 47.67233129310803]","[-122.31901473489074, 47.67235954950987]",[]
1022,24131,1.0,36,0,W,ROOSEVELT WAY NE,concrete,1.1683999999999999,68.51432403870034,"[-122.31750576903634, 47.6780697538368]","[-122.31751431182926, 47.67868617786424]",[]
1023,24145,0.0,5,0,SE,EAST GREEN LAKE WAY N,concrete,1.8288,216.92905746052224,"[-122.3356089814925, 47.67360813797229]","[-122.33694067103941, 47.67248509847903]",[]
1024,24152,1.0,6,0,W,8TH AVE NE,concrete,1.4223999999999999,80.44240754569893,"[-122.32016625912864, 47.675048361180764]","[-122.32016491349468, 47.6757721339723]",[]
1025,24153,1.0,0,0,W,8TH AVE NE,concrete,1.4223999999999999,6.197476508430138,"[-122.32016636279347, 47.67499259998075]","[-122.32016625912864, 47.675048361180764]",[]
1026,24168,0.0,33,0,SE,WINONA AVE N,concrete,1.8288,90.10011184054494,"[-122.34518859300661, 47.682354598615646]","[-122.34553727024417, 47.682202516643876]",[]
1027,24169,0.0,33,0,SE,WINONA AVE N,concrete,1.8288,27.243248759392994,"[-122.34488368255937, 47.68248758929725]","[-122.34518859300661, 47.682354598615646]",[]
1028,24231,0.0,-36,0,S,NE 73RD ST,concrete,1.8288,157.96994174733845,"[-122.3229889912033, 47.6815451189315]","[-122.32500909069549, 47.68114621332663]",[]
1029,24235,0.0,-60,0,E,6TH AVE NE,concrete,1.8288,63.315682629187016,"[-122.32149768922395, 47.68455565048961]","[-122.32148626476072, 47.68398602634728]",[]
1030,24410,1.0,37,0,N,N 61ST ST,concrete,1.8288,189.50002307981893,"[-122.33080959434882, 47.672948711823366]","[-122.32828554788374, 47.672921224527805]",[]
1031,24426,0.0,5,0,E,2ND AVE NE,concrete,1.8288,77.7470083976547,"[-122.3268793901133, 47.68497219672083]","[-122.32688854882653, 47.68427270299167]",[]
1032,24427,0.0,3,0,SE,EAST GREEN LAKE WAY N,concrete,1.8288,255.49169347248645,"[-122.33805101396587, 47.67192026929943]","[-122.3391404279413, 47.67160552913098]",[]
1033,24428,1.0,-56,0,N,NE 60TH ST,concrete,1.8288,26.462967391193853,"[-122.32272807498929, 47.67230022334848]","[-122.32237558226664, 47.672297551417444]",[]
1034,24466,0.0,0,0,S,N 64TH ST,concrete,1.8288,6.23772955649521,"[-122.35230721441384, 47.67527843090166]","[-122.35239031095416, 47.6752787814715]",[]
1035,24467,0.0,134,0,S,N 64TH ST,concrete,1.8288,62.18157081909225,"[-122.35147885647235, 47.67527493291339]","[-122.35230721441384, 47.67527843090166]",[]
1036,24469,1.0,9,0,NE,NE RAVENNA BLVD,concrete,1.8288,30.568121840345306,"[-122.31967061262752, 47.673634286212554]","[-122.31945464404808, 47.67340112037]",[]
1037,24510,1.0,49,0,N,N 57TH ST,concrete,1.8288,139.13773361605658,"[-122.33608363650546, 47.6709657345159]","[-122.33432313503447, 47.67057434390383]",[]
1038,24582,1.0,12,0,NE,NE BANNER PL,concrete,1.2191999999999998,195.66961283858006,"[-122.32057015611545, 47.6831380655972]","[-122.3206354478731, 47.6830229983798]",[]
1039,24615,1.0,7,0,W,1ST AVE NE,concrete,1.8288,70.12875818356063,"[-122.3283489088085, 47.667960980665924]","[-122.32835205279392, 47.66859195558347]",[]
1040,24639,0.0,-20,0,S,N 54TH ST,concrete,1.8288,107.82105883996647,"[-122.33856341923934, 47.66788801731127]","[-122.3387796067752, 47.667887595957204]",[]
1041,24643,0.0,120,0,S,N 63RD ST,concrete,1.8288,97.18192967550779,"[-122.35002327940776, 47.67452862919885]","[-122.35131788008113, 47.674534034069175]",[]
1042,24663,1.0,-55,0,N,N 60TH ST,concrete,1.8288,97.20297460943759,"[-122.35279338664242, 47.672512723360676]","[-122.35149854867797, 47.67250811570586]",[]
1043,24688,0.0,-40,0,E,BAGLEY AVE N,concrete,1.8288,76.83184360836249,"[-122.33151097538517, 47.68337066085358]","[-122.3315011732639, 47.68267940509213]",[]
1044,24689,0.0,0,0,E,BAGLEY AVE N,concrete,1.8288,6.080691153454926,"[-122.33151175115991, 47.68342536880181]","[-122.33151097538517, 47.68337066085358]",[]
1045,24714,0.0,-27,0,S,N 59TH ST,concrete,1.8288,97.03097879655516,"[-122.33201668625814, 47.67153905386025]","[-122.33330915713259, 47.671547989622496]",[]
1046,24731,1.0,5,0,SW,KIRKWOOD PL N,concrete,1.8288,164.18111151042365,"[-122.3299239200106, 47.666113172763104]","[-122.33081047971488, 47.66746354265318]",[]
1047,24745,0.0,-12,0,E,STONE AVE N,concrete,1.8288,66.78614908601088,"[-122.34172240727094, 47.68686868372676]","[-122.34171933010774, 47.68626778488634]",[]
1048,24752,1.0,-66,0,N,N 71ST ST,asphalt,1.8288,134.01069920626267,"[-122.34713427226652, 47.680363069327434]","[-122.34534883040718, 47.6803610950992]",[]
1049,24762,1.0,0,0,SW,EAST GREEN LAKE DR N,N/A,1.9304,6.0683636083435015,"[-122.32953656922443, 47.68254126320042]","[-122.32961483725906, 47.68255495877933]",['GREEN LAKE PARK']
1050,24763,1.0,-2,0,SW,EAST GREEN LAKE DR N,N/A,1.9304,177.5582077260415,"[-122.32762747800035, 47.68163350875424]","[-122.328339255391, 47.68208744718201]",['GREEN LAKE PARK']
1051,24764,1.0,0,0,SW,EAST GREEN LAKE DR N,N/A,1.9304,5.695152999628151,"[-122.32757231184277, 47.68159832583909]","[-122.32762747800035, 47.68163350875424]",['GREEN LAKE PARK']
1052,24826,1.0,0,0,NE,NE RAVENNA BLVD,asphalt,3.6576,0.9358254537771401,"[-122.32010998074401, 47.67411410718807]","[-122.32010338377152, 47.67410696268288]",[]
1053,24847,1.0,-52,0,W,4TH AVE NE,concrete,1.8288,155.21994731199825,"[-122.32450791511427, 47.674419059731584]","[-122.32448510777505, 47.67581555300114]",[]
1054,24873,0.0,-15,0,E,LINDEN AVE N,concrete,1.8288,71.91442861930257,"[-122.34692671921982, 47.68099283120448]","[-122.34699398717885, 47.68085829583677]",[]
1055,24879,1.0,42,0,N,N 57TH ST,concrete,1.8288,66.83041365980664,"[-122.33894679174443, 47.670252571195014]","[-122.33805663167477, 47.67024566615788]",[]
1056,24888,0.0,-51,0,SE,LATONA AVE NE,concrete,1.8288,131.80671073085188,"[-122.32550831007207, 47.683154643493346]","[-122.32550565815558, 47.68304249765643]",[]
1057,24940,1.0,12,0,W,5TH AVE NE,concrete,1.8288,26.95120756173872,"[-122.3230110588914, 47.68324038548932]","[-122.32301421024182, 47.68348286695881]",[]
1058,24980,1.0,30,0,N,N 54TH ST,concrete,1.8288,85.34332261984864,"[-122.3294856789784, 47.667960445324354]","[-122.3283489088085, 47.667960980665924]",[]
1059,24981,0.0,115,0,S,N 67TH ST,concrete,1.8288,191.45350620606374,"[-122.3499780098098, 47.67774200781173]","[-122.3525285735136, 47.67775506495704]",[]
1060,24982,0.0,19,0,S,NE 62ND ST,concrete,1.8288,189.4818727765186,"[-122.32558502578921, 47.673546615981586]","[-122.32810885126884, 47.6735744652874]",[]
1061,24989,0.0,48,0,E,8TH AVE NE,concrete,1.8288,150.96059964079285,"[-122.31943376739197, 47.66853482234646]","[-122.31944328194788, 47.66717658137658]",[]
1062,25021,1.0,-40,0,N,NE 65TH ST,concrete,1.8288,56.420268187391386,"[-122.32532263964588, 47.67598102443149]","[-122.32457110653404, 47.67597282898103]",[]
1063,25022,1.0,-40,0,N,NE 65TH ST,concrete,1.8288,8.427579439459175,"[-122.32543489729017, 47.67598224817566]","[-122.32532263964588, 47.67598102443149]",[]
1064,25066,1.0,-2,0,W,PHINNEY AVE N,concrete,1.8288,90.18580051108715,"[-122.35446630261708, 47.67878997325233]","[-122.3544627904322, 47.67960141047426]",[]
1065,25074,0.0,0,0,S,N 76TH ST,concrete,1.8288,192.02684175787545,"[-122.34724384751517, 47.68397828906696]","[-122.34980239092384, 47.6839691787539]",[]
1066,25132,1.0,31,0,W,AURORA AVE N,concrete,1.8288,69.3260605034758,"[-122.3446491677088, 47.68335792003316]","[-122.34465238750381, 47.68398167178421]",[]
1067,25143,0.0,1,0,SE,WOODLAWN AVE N,concrete,1.8288,197.32392264420156,"[-122.33511864085283, 47.672882593956984]","[-122.33679381581354, 47.6715144319089]",[]
1068,25203,0.0,-61,0,S,N 55TH ST,concrete,1.8288,23.311913575936167,"[-122.33807893309327, 47.66863089789154]","[-122.33838945129642, 47.668630963180085]",[]
1069,25204,0.0,0,0,S,N 55TH ST,concrete,1.8288,6.185076870243245,"[-122.33799654693856, 47.66863088042823]","[-122.33807893309327, 47.66863089789154]",[]
1070,25231,1.0,-2,0,NW,WOODLAWN AVE N,concrete,1.8288,207.42406658184134,"[-122.3369152290834, 47.671591700477926]","[-122.33515430761764, 47.67302989389478]",[]
1071,25234,1.0,-10,0,N,N 75TH ST,concrete,1.8288,244.48464798484855,"[-122.34979740288097, 47.68335426073326]","[-122.34653992114029, 47.68335976295484]",[]
1072,25246,1.0,38,0,N,NE 75TH ST,concrete,1.8288,17.930419777072665,"[-122.32051461064096, 47.683271435202975]","[-122.32038293765402, 47.68324642983584]",[]
1073,25247,1.0,0,0,N,NE 75TH ST,concrete,1.8288,4.260414842155971,"[-122.32056925609214, 47.68328181259961]","[-122.32051461064096, 47.683271435202975]",[]
1074,25248,0.0,-47,0,SE,NE MAPLE LEAF PL,concrete,1.8288,204.76745804167666,"[-122.32300237286343, 47.6826273404499]","[-122.32487779643203, 47.68128928863585]",[]
1075,25278,1.0,76,0,N,NE 71ST ST,concrete,1.8288,67.54724068235046,"[-122.3197405625989, 47.6802486987956]","[-122.31884070167393, 47.68024076754343]",[]
1076,25280,1.0,2,0,W,DAYTON AVE N,concrete,1.8288,68.65780247761913,"[-122.35249600057176, 47.6840790822591]","[-122.35249540936053, 47.684696825433875]",[]
1077,25362,1.0,-42,0,W,AURORA AVE N,concrete,1.27,235.61308083738618,"[-122.3473961196778, 47.67392079316821]","[-122.3473816998106, 47.67444486192356]",['WOODLAND PARK']
1078,25363,0.0,-5,0,S,N 79TH ST,concrete,1.8288,182.96233484064038,"[-122.34998348781957, 47.68616082904174]","[-122.35242139232663, 47.68616222966665]",[]
1079,25385,0.0,0,0,S,N 80TH ST,concrete,1.8288,6.30519448057293,"[-122.33548211445935, 47.686857021217]","[-122.33556612922237, 47.68685723862166]",[]
