,curbramps,marked,st_pkey,street_name,geometry
4418,0,0,21096,S PLUM ST,"LINESTRING (-122.3106647426873 47.58557769861327, -122.3106616963317 47.58546524646979)"
4419,0,0,20253,S HILL ST,"LINESTRING (-122.3106695844115 47.58459038496056, -122.3106746542783 47.58447796012136)"
4420,0,0,21451,S WALKER ST,"LINESTRING (-122.3106813367852 47.58374068874249, -122.3106823514389 47.58362825025267)"
4421,1,1,2473,17TH AVE S,"LINESTRING (-122.3108760820475 47.5830288975796, -122.3106877423991 47.58302820594315)"
4422,0,1,2474,17TH AVE S,"LINESTRING (-122.3106885283897 47.58292125162343, -122.3108790479949 47.58291920955882)"
4423,0,1,19674,S COLLEGE ST,"LINESTRING (-122.3108790479949 47.58291920955882, -122.3108760820475 47.5830288975796)"
4424,1,1,19675,S COLLEGE ST,"LINESTRING (-122.3106877423991 47.58302820594315, -122.3106885283897 47.58292125162343)"
4425,0,0,2474,17TH AVE S,"LINESTRING (-122.310889337348 47.58105943682825, -122.3106988398197 47.58105871005331)"
4426,1,0,2475,17TH AVE S,"LINESTRING (-122.3106971325778 47.58094626261376, -122.3108836569614 47.58094696904151)"
4427,0,0,19463,S BAYVIEW ST,"LINESTRING (-122.3108836569614 47.58094696904151, -122.310889337348 47.58105943682825)"
4428,0,0,19464,S BAYVIEW ST,"LINESTRING (-122.3106988398197 47.58105871005331, -122.3106971325778 47.58094626261376)"
4429,0,0,2475,17TH AVE S,"LINESTRING (-122.3108629190801 47.58033158366899, -122.3106755947943 47.58033447354622)"
4430,1,0,2476,17TH AVE S,"LINESTRING (-122.3106705874684 47.58022201881818, -122.3108601332149 47.58022055417428)"
4431,1,0,21425,S WAITE ST,"LINESTRING (-122.3106755947943 47.58033447354622, -122.3106705874684 47.58022201881818)"
4432,1,0,2476,17TH AVE S,"LINESTRING (-122.3108484558466 47.57952875242756, -122.3106597818363 47.57962939962672)"
4433,1,0,2477,17TH AVE S,"LINESTRING (-122.3106472583896 47.57950079148381, -122.3108245484491 47.57941725403042)"
4434,1,0,20640,S ROBERTO MAESTAS FEST ST,"LINESTRING (-122.3108245484491 47.57941725403042, -122.3108484558466 47.57952875242756)"
4435,1,0,20641,S LANDER ST,"LINESTRING (-122.3106597818363 47.57962939962672, -122.3106472583896 47.57950079148381)"
4436,1,0,2477,17TH AVE S,"LINESTRING (-122.3107795485239 47.57870312169055, -122.3106010680475 47.57876772904682)"
4437,1,1,2478,17TH AVE S,"LINESTRING (-122.3105958318746 47.57864774138858, -122.3107808555932 47.57858291172326)"
4438,1,0,20801,S MCCLELLAN ST,"LINESTRING (-122.3107808555932 47.57858291172326, -122.3107795485239 47.57870312169055)"
4439,1,1,20802,S MCCLELLAN ST,"LINESTRING (-122.3106010680475 47.57876772904682, -122.3105958318746 47.57864774138858)"
4440,1,0,2478,17TH AVE S,"LINESTRING (-122.3108293930907 47.57796747874299, -122.3106586556775 47.57788465689494)"
4441,1,0,2479,17TH AVE S,"LINESTRING (-122.3107134146482 47.57749703258953, -122.3108981148095 47.57771602845941)"
4442,1,0,9120,BEACON AVE S,"LINESTRING (-122.3110090684977 47.57781522834433, -122.3108293930907 47.57796747874299)"
4443,1,0,9121,BEACON AVE S,"LINESTRING (-122.3106454567804 47.57776867213803, -122.3107134146482 47.57749703258953)"
4444,1,0,20042,S FOREST ST,"LINESTRING (-122.3108981148095 47.57771602845941, -122.3110090684977 47.57781522834433)"
4445,1,0,20043,S FOREST ST,"LINESTRING (-122.3106586556775 47.57788465689494, -122.3106454567804 47.57776867213803)"
4446,0,0,2479,17TH AVE S,"LINESTRING (-122.3108313319795 47.57691534163978, -122.3106663935742 47.57693325407345)"
4447,0,0,2480,17TH AVE S,"LINESTRING (-122.3106608134375 47.57681694257726, -122.3108271543749 47.57680288411722)"
4448,0,0,21354,S STEVENS ST,"LINESTRING (-122.3108271543749 47.57680288411722, -122.3108313319795 47.57691534163978)"
4449,0,0,21355,S STEVENS ST,"LINESTRING (-122.3106663935742 47.57693325407345, -122.3106608134375 47.57681694257726)"
4450,0,0,2480,17TH AVE S,"LINESTRING (-122.3108363092917 47.57603629807748, -122.3106701495757 47.57603538934809)"
4451,0,0,2481,17TH AVE S,"LINESTRING (-122.3106714950371 47.57592294910593, -122.3108376543597 47.57592386097548)"
4452,0,0,21569,S WINTHROP ST,"LINESTRING (-122.3108376543597 47.57592386097548, -122.3108363092917 47.57603629807748)"
4453,0,0,2481,17TH AVE S,"LINESTRING (-122.3108470096349 47.57514316076115, -122.3106808423352 47.57514312046244)"
4454,0,0,20180,S HANFORD ST,"LINESTRING (-122.3108471299067 47.57503072009476, -122.3108470096349 47.57514316076115)"
4455,0,0,20181,S HANFORD ST,"LINESTRING (-122.3106808423352 47.57514312046244, -122.3106808420991 47.57503067976828)"
4456,0,0,2482,17TH AVE S,"LINESTRING (-122.3110971846789 47.57503084229896, -122.3112638654963 47.57503105947155)"
4457,0,0,20179,S HANFORD ST,"LINESTRING (-122.3112638654963 47.57503105947155, -122.3112633746591 47.57514349968726)"
4458,0,0,20180,S HANFORD ST,"LINESTRING (-122.311097064938 47.57514328297285, -122.3110971846789 47.57503084229896)"
4459,0,0,2482,17TH AVE S,"LINESTRING (-122.3114209672083 47.57410535798052, -122.3112547969206 47.57410529020821)"
4460,0,0,2483,17TH AVE S,"LINESTRING (-122.3112576415681 47.57399285048712, -122.3114238387905 47.57399291854123)"
4461,0,0,20390,S HORTON ST,"LINESTRING (-122.3114238387905 47.57399291854123, -122.3114209672083 47.57410535798052)"
4462,0,0,20391,S HORTON ST,"LINESTRING (-122.3112547969206 47.57410529020821, -122.3112576415681 47.57399285048712)"
4463,0,0,2483,17TH AVE S,"LINESTRING (-122.3114514552122 47.57314920929745, -122.3112852641029 47.57314903608969)"
4464,0,0,2484,17TH AVE S,"LINESTRING (-122.3112889441476 47.57303659887867, -122.3114551348669 47.57303677242574)"
4465,0,0,20279,S HINDS ST,"LINESTRING (-122.3114551348669 47.57303677242574, -122.3114514552122 47.57314920929745)"
4466,0,0,20280,S HINDS ST,"LINESTRING (-122.3112852641029 47.57314903608969, -122.3112889441476 47.57303659887867)"
4467,0,0,2484,17TH AVE S,"LINESTRING (-122.3114889659428 47.57200283813893, -122.3113233753653 47.5719844246119)"
4468,0,0,2485,17TH AVE S,"LINESTRING (-122.3104472895626 47.55897755486281, -122.3106334726806 47.55897855820999)"
4469,0,0,19948,S FERDINAND ST,"LINESTRING (-122.3106334726806 47.55897855820999, -122.3106321782907 47.55909099580821)"
4470,0,0,19949,S FERDINAND ST,"LINESTRING (-122.3104459406571 47.55908999216543, -122.3104472895626 47.55897755486281)"
4471,0,0,2485,17TH AVE S,"LINESTRING (-122.3105963054801 47.55794316000436, -122.3104101338672 47.55794237492498)"
4472,1,0,2486,17TH AVE S,"LINESTRING (-122.3104186190089 47.55782996440156, -122.3105847233936 47.55783066300626)"
4473,1,0,21244,S SHELTON ST,"LINESTRING (-122.3105847233936 47.55783066300626, -122.3105963054801 47.55794316000436)"
4474,0,0,21245,S SHELTON ST,"LINESTRING (-122.3104101338672 47.55794237492498, -122.3104186190089 47.55782996440156)"
4475,0,0,2486,17TH AVE S,"LINESTRING (-122.3105935780666 47.55677458943485, -122.3104274209625 47.55678057432068)"
4476,0,0,2487,17TH AVE S,"LINESTRING (-122.3104284773082 47.55665461011712, -122.3105945206394 47.55666214978373)"
4477,0,0,21069,S PEARL ST,"LINESTRING (-122.3105945206394 47.55666214978373, -122.3105935780666 47.55677458943485)"
4478,0,0,21070,S PEARL ST,"LINESTRING (-122.3104274209625 47.55678057432068, -122.3104284773082 47.55665461011712)"
4479,0,0,2487,17TH AVE S,"LINESTRING (-122.3106028761755 47.55566522728357, -122.3104367795469 47.55566441981784)"
4480,0,0,2488,17TH AVE S,"LINESTRING (-122.3104377197199 47.55555198053478, -122.3106038160062 47.55555278736669)"
4481,0,0,19785,S DAWSON ST,"LINESTRING (-122.3106038160062 47.55555278736669, -122.3106028761755 47.55566522728357)"
4482,0,0,19786,S DAWSON ST,"LINESTRING (-122.3104367795469 47.55566441981784, -122.3104377197199 47.55555198053478)"
4483,0,0,2488,17TH AVE S,"LINESTRING (-122.310610078445 47.55480150024785, -122.3104439841868 47.55480073490975)"
4484,0,0,19496,S BENNETT ST,"LINESTRING (-122.3106112026775 47.55468906172644, -122.310610078445 47.55480150024785)"
4485,0,0,19497,S BENNETT ST,"LINESTRING (-122.3104439841868 47.55480073490975, -122.3104451210744 47.55468829644842)"
4486,0,0,2489,17TH AVE S,"LINESTRING (-122.3109907021227 47.55469079999598, -122.311156796109 47.55469156323551)"
4487,0,0,19495,S BENNETT ST,"LINESTRING (-122.311156796109 47.55469156323551, -122.3111556646027 47.55480400172932)"
4488,0,0,19496,S BENNETT ST,"LINESTRING (-122.3109895787018 47.55480323852517, -122.3109907021227 47.55469079999598)"
4489,0,0,2489,17TH AVE S,"LINESTRING (-122.3111663963754 47.55348955502137, -122.3110003054411 47.5534888851606)"
4490,0,0,2490,17TH AVE S,"LINESTRING (-122.3110012341 47.5533764457839, -122.3111673246567 47.55337711564088)"
4491,0,0,20703,S LUCILE ST,"LINESTRING (-122.3111673246567 47.55337711564088, -122.3111663963754 47.55348955502137)"
4492,0,0,20704,S LUCILE ST,"LINESTRING (-122.3110003054411 47.5534888851606, -122.3110012341 47.5533764457839)"
4493,0,0,2490,17TH AVE S,"LINESTRING (-122.3111850637207 47.55129623192886, -122.311018979273 47.55129561670037)"
4494,0,0,2491,17TH AVE S,"LINESTRING (-122.311020068489 47.55118317792738, -122.3111861528689 47.55118379273884)"
4495,0,0,20974,S ORCAS ST,"LINESTRING (-122.3111861528689 47.55118379273884, -122.3111850637207 47.55129623192886)"
4496,0,0,20975,S ORCAS ST,"LINESTRING (-122.311018979273 47.55129561670037, -122.311020068489 47.55118317792738)"
4497,0,0,2491,17TH AVE S,"LINESTRING (-122.3111990330697 47.5499958093704, -122.3110329511251 47.54999531609115)"
4498,0,0,2492,17TH AVE S,"LINESTRING (-122.3110337193233 47.5498828757347, -122.3111998006933 47.54988336885678)"
4499,0,0,20532,S JUNEAU ST,"LINESTRING (-122.3111998006933 47.54988336885678, -122.3111990330697 47.5499958093704)"
4500,0,0,20533,S JUNEAU ST,"LINESTRING (-122.3110329511251 47.54999531609115, -122.3110337193233 47.5498828757347)"
4501,1,0,2494,17TH AVE SW,"LINESTRING (-122.355799605427 47.56967098562124, -122.3559620877595 47.5698140324635)"
4502,1,0,11638,MARGINAL PL SW,"LINESTRING (-122.3559620877595 47.5698140324635, -122.3558163894582 47.56988167971463)"
4503,0,0,11639,MARGINAL PL SW,"LINESTRING (-122.3558163894582 47.56988167971463, -122.3556568935513 47.56974822355982)"
4504,0,0,11640,MARGINAL SB PL SW,"LINESTRING (-122.3556568935513 47.56974822355982, -122.355799605427 47.56967098562124)"
4505,0,0,2496,17TH AVE SW,"LINESTRING (-122.3558332798113 47.5557353485483, -122.356019557978 47.55570940711973)"
4506,1,0,2501,17TH AVE SW,"LINESTRING (-122.3562276571811 47.53918214000988, -122.3560416352894 47.53918128670321)"
4507,0,0,2503,17TH AVE SW,"LINESTRING (-122.3562447556263 47.53555346589668, -122.3560687333799 47.53555293619937)"
4508,0,0,22968,SW WEBSTER ST,"LINESTRING (-122.3560687333799 47.53555293619937, -122.3560694827906 47.53544049539663)"
4509,0,0,22969,SW WEBSTER ST,"LINESTRING (-122.3562454804496 47.53544102501825, -122.3562447556263 47.53555346589668)"
4510,1,0,2504,17TH AVE SW,"LINESTRING (-122.3563038664431 47.53362680814133, -122.3564698974686 47.53362715815659)"
4511,0,0,22368,SW HOLDEN ST,"LINESTRING (-122.3563033608061 47.53373924960586, -122.3563038664431 47.53362680814133)"
4512,0,0,22369,SW HOLDEN ST,"LINESTRING (-122.3564698974686 47.53362715815659, -122.3564693694424 47.5337395995756)"
4513,1,0,2504,17TH AVE SW,"LINESTRING (-122.35647843121 47.53192503198442, -122.3563124046956 47.53192485369603)"
4514,1,0,2505,17TH AVE SW,"LINESTRING (-122.3563128878326 47.53181241198504, -122.3564789137774 47.53181259038766)"
4515,1,0,22494,SW KENYON ST,"LINESTRING (-122.3563124046956 47.53192485369603, -122.3563128878326 47.53181241198504)"
4516,1,0,22495,SW KENYON ST,"LINESTRING (-122.3564789137774 47.53181259038766, -122.35647843121 47.53192503198442)"
4517,1,0,2505,17TH AVE SW,"LINESTRING (-122.3564849096789 47.53013365218995, -122.3563188886155 47.53013359063968)"
4518,1,0,2506,17TH AVE SW,"LINESTRING (-122.3563193687632 47.53002114874215, -122.3564853898396 47.53002121029471)"
4519,1,0,22139,SW ELMGROVE ST,"LINESTRING (-122.3563188886155 47.53013359063968, -122.3563193687632 47.53002114874215)"
4520,1,0,22140,SW ELMGROVE ST,"LINESTRING (-122.3564853898396 47.53002121029471, -122.3564849096789 47.53013365218995)"
4521,0,0,2506,17TH AVE SW,"LINESTRING (-122.3564937289862 47.52834197857179, -122.356327712475 47.52834206478466)"
4522,0,0,2507,17TH AVE SW,"LINESTRING (-122.3563282743807 47.52822962236429, -122.3564942905637 47.52822953615723)"
4523,0,0,22883,SW THISTLE ST,"LINESTRING (-122.356327712475 47.52834206478466, -122.3563282743807 47.52822962236429)"
4524,0,0,22884,SW THISTLE ST,"LINESTRING (-122.3564942905637 47.52822953615723, -122.3564937289862 47.52834197857179)"
4525,0,0,2507,17TH AVE SW,"LINESTRING (-122.3565027234038 47.52655049886461, -122.3563367054816 47.52655198552537)"
4526,1,0,2508,17TH AVE SW,"LINESTRING (-122.3563372738136 47.52643950208862, -122.3565032912819 47.52643805562777)"
4527,0,0,21999,SW CLOVERDALE ST,"LINESTRING (-122.3563367054816 47.52655198552537, -122.3563372738136 47.52643950208862)"
4528,0,0,22000,SW CLOVERDALE ST,"LINESTRING (-122.3565032912819 47.52643805562777, -122.3565027234038 47.52655049886461)"
4529,0,0,2508,17TH AVE SW,"LINESTRING (-122.3565118178153 47.52475893139416, -122.3563458110216 47.52475931984073)"
4530,0,0,2509,17TH AVE SW,"LINESTRING (-122.3563467156793 47.52464687482858, -122.3565127281183 47.52464648649211)"
4531,0,0,22918,SW TRENTON ST,"LINESTRING (-122.3563458110216 47.52475931984073, -122.3563467156793 47.52464687482858)"
4532,0,0,22919,SW TRENTON ST,"LINESTRING (-122.3565127281183 47.52464648649211, -122.3565118178153 47.52475893139416)"
4533,1,0,2509,17TH AVE SW,"LINESTRING (-122.3565315687302 47.52294297887413, -122.3563655627542 47.52294326888055)"
4534,1,0,2510,17TH AVE SW,"LINESTRING (-122.356367261665 47.52278968571603, -122.3565332671528 47.52278939590578)"
4535,1,0,22298,SW HENDERSON ST,"LINESTRING (-122.3563655627542 47.52294326888055, -122.356367261665 47.52278968571603)"
4536,1,0,22299,SW HENDERSON ST,"LINESTRING (-122.3565332671528 47.52278939590578, -122.3565315687302 47.52294297887413)"
4537,0,0,2510,17TH AVE SW,"LINESTRING (-122.3565520777451 47.52108822987159, -122.3563860793342 47.52108836511064)"
4538,0,0,2511,17TH AVE SW,"LINESTRING (-122.3563873260272 47.52097592218711, -122.3565533241467 47.52097578610259)"
4539,0,0,21833,SW BARTON ST,"LINESTRING (-122.3563860793342 47.52108836511064, -122.3563873260272 47.52097592218711)"
4540,0,0,21834,SW BARTON ST,"LINESTRING (-122.3565533241467 47.52097578610259, -122.3565520777451 47.52108822987159)"
4541,1,0,2511,17TH AVE SW,"LINESTRING (-122.3565724711191 47.51925259557473, -122.3564064801423 47.51925257810463)"
4542,1,0,21921,SW CAMBRIDGE ST,"LINESTRING (-122.3564064801423 47.51925257810463, -122.3564066063692 47.51914013586654)"
4543,1,0,21922,SW CAMBRIDGE ST,"LINESTRING (-122.3565723949775 47.51914015331426, -122.3565724711191 47.51925259557473)"
4544,1,1,2513,17TH AVE SW,"LINESTRING (-122.3563944676972 47.51852294412061, -122.3566227007877 47.51881128533349)"
4545,1,0,9993,DELRIDGE WAY SW,"LINESTRING (-122.3566227007877 47.51881128533349, -122.3564013784391 47.51891144760773)"
4546,1,0,9994,DELRIDGE WAY SW,"LINESTRING (-122.3561412364005 47.51862958234845, -122.3563944676972 47.51852294412061)"
4547,1,1,2513,17TH AVE SW,"LINESTRING (-122.3566127203395 47.51747792481474, -122.3564061900243 47.51748327171103)"
4548,1,0,22762,SW ROXBURY ST,"LINESTRING (-122.3564061900243 47.51748327171103, -122.3564064875065 47.51727758466433)"
4549,1,1,22763,SW ROXBURY ST,"LINESTRING (-122.356613014223 47.51727772275506, -122.3566127203395 47.51747792481474)"
4550,1,0,2514,17TH AVE W,"LINESTRING (-122.3787891978575 47.64836162285243, -122.378952531598 47.64838323461572)"
4551,1,0,2515,17TH AVE W,"LINESTRING (-122.3789564296076 47.64854503123124, -122.3787901221025 47.64856181986192)"
4552,1,0,23221,W DRAVUS ST,"LINESTRING (-122.3787901221025 47.64856181986192, -122.3787891978575 47.64836162285243)"
4553,1,1,23222,W DRAVUS ST,"LINESTRING (-122.378952531598 47.64838323461572, -122.3789564296076 47.64854503123124)"
4554,0,0,2515,17TH AVE W,"LINESTRING (-122.378799263255 47.65027437565541, -122.3789656636997 47.65027396999042)"
4555,0,0,13162,THORNDYKE AVE W,"LINESTRING (-122.3789663330923 47.65039993827765, -122.3787999322257 47.65040033984538)"
4556,0,0,23097,W BERTONA ST,"LINESTRING (-122.3787999322257 47.65040033984538, -122.378799263255 47.65027437565541)"
4557,0,0,2516,17TH PL NE,"LINESTRING (-122.3099788441708 47.69117869012872, -122.3101453669583 47.6911798670731)"
4558,0,0,17738,NE 86TH ST,"LINESTRING (-122.3101453669583 47.6911798670731, -122.310143646407 47.69129229949403)"
4559,0,0,17739,NE 86TH ST,"LINESTRING (-122.3099770782568 47.69129112222743, -122.3099788441708 47.69117869012872)"
4560,1,1,16856,NE 45TH ST,"LINESTRING (-122.3094589963494 47.66134292038976, -122.3094591567834 47.66117563312937)"
4561,1,0,16901,NE 47TH ST,"LINESTRING (-122.3093985366213 47.66311904877961, -122.3094504167971 47.66300684192359)"
4562,1,1,16938,NE 50TH ST,"LINESTRING (-122.3094074475583 47.6649534593378, -122.3093732617161 47.66479687954396)"
4563,0,0,16981,NE 52ND ST,"LINESTRING (-122.3093767954262 47.66646570821666, -122.3093864595694 47.66635332918981)"
4564,0,0,17036,NE 55TH ST,"LINESTRING (-122.3093463580529 47.66859754360517, -122.3093508685226 47.66848512553312)"
4565,0,0,17076,NE 56TH ST,"LINESTRING (-122.3093337672573 47.66950801832834, -122.3093637214588 47.66939552081998)"
4566,1,1,16854,NE 45TH ST,"LINESTRING (-122.309781527474 47.66117593248584, -122.3097810405798 47.66134321946313)"
4567,1,0,16899,NE 47TH ST,"LINESTRING (-122.3097428435062 47.66300191961108, -122.309745390474 47.66311443003577)"
4568,1,1,16936,NE 50TH ST,"LINESTRING (-122.3097385414097 47.66479933663732, -122.3097245723189 47.6649555729014)"
4569,0,0,16979,NE 52ND ST,"LINESTRING (-122.3096982032908 47.6663557574706, -122.3096883236449 47.66646813049591)"
4570,0,0,17034,NE 55TH ST,"LINESTRING (-122.3096631442418 47.66848484720381, -122.3096598469348 47.66859729419625)"
4571,0,0,17074,NE 56TH ST,"LINESTRING (-122.3096660702598 47.6693967524252, -122.3096806169103 47.6695090852259)"
4572,1,1,2531,18TH AVE,"LINESTRING (-122.3090432602806 47.60175660791547, -122.308877008897 47.60175632100393)"
4573,1,1,2589,18TH AVE S,"LINESTRING (-122.3088766844785 47.60160000072575, -122.3090429299913 47.60160028754839)"
4574,1,1,14941,E YESLER WAY,"LINESTRING (-122.3090429299913 47.60160028754839, -122.3090432602806 47.60175660791547)"
4575,1,0,14942,E YESLER WAY,"LINESTRING (-122.308877008897 47.60175632100393, -122.3088766844785 47.60160000072575)"
4576,1,0,2531,18TH AVE,"LINESTRING (-122.3088840169461 47.60261969066411, -122.3090502701818 47.6026198687697)"
4577,1,0,2532,18TH AVE,"LINESTRING (-122.30905053063 47.60273230933471, -122.3088842811519 47.60273213122733)"
4578,1,0,14002,E FIR ST,"LINESTRING (-122.3090502701818 47.6026198687697, -122.30905053063 47.60273230933471)"
4579,1,0,14003,E FIR ST,"LINESTRING (-122.3088842811519 47.60273213122733, -122.3088840169461 47.60261969066411)"
4580,1,0,2532,18TH AVE,"LINESTRING (-122.3088817682529 47.6034595850042, -122.3090480199903 47.60345977631896)"
4581,1,0,2533,18TH AVE,"LINESTRING (-122.3090471075604 47.60357221555401, -122.3088808514666 47.60357202424085)"
4582,1,0,14813,E SPRUCE ST,"LINESTRING (-122.3090480199903 47.60345977631896, -122.3090471075604 47.60357221555401)"
4583,1,0,14814,E SPRUCE ST,"LINESTRING (-122.3088808514666 47.60357202424085, -122.3088817682529 47.6034595850042)"
4584,1,0,2533,18TH AVE,"LINESTRING (-122.3088718948414 47.60427081298472, -122.3090381459681 47.60427156472346)"
4585,1,0,2534,18TH AVE,"LINESTRING (-122.3090370504666 47.60438400239558, -122.3088707989182 47.60438325065055)"
4586,1,0,13782,E ALDER ST,"LINESTRING (-122.3090381459681 47.60427156472346, -122.3090370504666 47.60438400239558)"
4587,1,0,13783,E ALDER ST,"LINESTRING (-122.3088707989182 47.60438325065055, -122.3088718948414 47.60427081298472)"
4588,1,0,2534,18TH AVE,"LINESTRING (-122.3088593931993 47.60609147885783, -122.3090256320769 47.60609494008289)"
4589,1,0,2535,18TH AVE,"LINESTRING (-122.3090530182707 47.60625126255587, -122.3088381157661 47.60624770850298)"
4590,1,0,14225,E JEFFERSON ST,"LINESTRING (-122.3090256320769 47.60609494008289, -122.3090530182707 47.60625126255587)"
4591,1,1,14226,E JEFFERSON ST,"LINESTRING (-122.3088381157661 47.60624770850298, -122.3088593931993 47.60609147885783)"
4592,1,1,2535,18TH AVE,"LINESTRING (-122.3088277058645 47.60794206146382, -122.309042632028 47.60794289245647)"
4593,1,1,2536,18TH AVE,"LINESTRING (-122.3090131701859 47.60810458387493, -122.3088470639082 47.60808200203188)"
4594,1,1,13886,E CHERRY ST,"LINESTRING (-122.309042632028 47.60794289245647, -122.3090131701859 47.60810458387493)"
4595,1,1,13887,E CHERRY ST,"LINESTRING (-122.3088470639082 47.60808200203188, -122.3088277058645 47.60794206146382)"
4596,1,0,2536,18TH AVE,"LINESTRING (-122.3088394707732 47.60913811891968, -122.3090057375119 47.60913883764145)"
4597,1,1,2537,18TH AVE,"LINESTRING (-122.3090049292274 47.60925127645245, -122.308838662133 47.60925055774171)"
4598,1,0,13915,E COLUMBIA ST,"LINESTRING (-122.3090057375119 47.60913883764145, -122.3090049292274 47.60925127645245)"
4599,1,0,13916,E COLUMBIA ST,"LINESTRING (-122.308838662133 47.60925055774171, -122.3088394707732 47.60913811891968)"
4600,0,1,2537,18TH AVE,"LINESTRING (-122.3088310691637 47.61030601909052, -122.3089973395591 47.61030674396446)"
4601,0,0,2538,18TH AVE,"LINESTRING (-122.3089818790497 47.61041911873444, -122.3088125357422 47.61041838080585)"
4602,0,0,14432,E MARION ST,"LINESTRING (-122.3089973395591 47.61030674396446, -122.3089818790497 47.61041911873444)"
4603,0,1,14433,E MARION ST,"LINESTRING (-122.3088125357422 47.61041838080585, -122.3088310691637 47.61030601909052)"
4604,1,0,2538,18TH AVE,"LINESTRING (-122.308783687708 47.61147298082931, -122.3089499072557 47.61148022305837)"
4605,1,0,2539,18TH AVE,"LINESTRING (-122.308949215902 47.61159266205629, -122.3087829127365 47.61159894474933)"
4606,1,0,14789,E SPRING ST,"LINESTRING (-122.3089499072557 47.61148022305837, -122.308949215902 47.61159266205629)"
4607,1,0,14790,E SPRING ST,"LINESTRING (-122.3087829127365 47.61159894474933, -122.308783687708 47.61147298082931)"
4608,1,1,2539,18TH AVE,"LINESTRING (-122.3087781122206 47.61281245692192, -122.3089443927229 47.61281288137462)"
4609,1,1,2540,18TH AVE,"LINESTRING (-122.3089435210772 47.61299113886133, -122.3087772401082 47.6129907144103)"
4610,1,1,14895,E UNION ST,"LINESTRING (-122.3089443927229 47.61281288137462, -122.3089435210772 47.61299113886133)"
4611,1,1,14896,E UNION ST,"LINESTRING (-122.3087772401082 47.6129907144103, -122.3087781122206 47.61281245692192)"
4612,0,0,2540,18TH AVE,"LINESTRING (-122.3087710854604 47.6140464756158, -122.3089373698297 47.61404689090654)"
4613,1,0,2541,18TH AVE,"LINESTRING (-122.3089367199227 47.61415932996756, -122.3087704351992 47.61415891467649)"
4614,1,0,14609,E PIKE ST,"LINESTRING (-122.3089373698297 47.61404689090654, -122.3089367199227 47.61415932996756)"
4615,0,0,14610,E PIKE ST,"LINESTRING (-122.3087704351992 47.61415891467649, -122.3087710854604 47.6140464756158)"
4616,1,0,2541,18TH AVE,"LINESTRING (-122.3087643784119 47.61521467344836, -122.3089306664697 47.61521509100577)"
4617,1,0,2542,18TH AVE,"LINESTRING (-122.3089300384179 47.61532753009921, -122.3087637500058 47.6153271125396)"
4618,1,0,14643,E PINE ST,"LINESTRING (-122.3089306664697 47.61521509100577, -122.3089300384179 47.61532753009921)"
4619,1,0,14644,E PINE ST,"LINESTRING (-122.3087637500058 47.6153271125396, -122.3087643784119 47.61521467344836)"
4620,1,0,2542,18TH AVE,"LINESTRING (-122.3087597002122 47.61607145465634, -122.3089263709102 47.61600200386606)"
4621,1,0,2543,18TH AVE,"LINESTRING (-122.3089261481789 47.61619859702649, -122.3087603992897 47.61626770066243)"
4622,1,0,14349,E MADISON ST,"LINESTRING (-122.3089263709102 47.61600200386606, -122.3089261481789 47.61619859702649)"
4623,1,0,14350,E MADISON ST,"LINESTRING (-122.3087603992897 47.61626770066243, -122.3087597002122 47.61607145465634)"
4624,0,0,2543,18TH AVE,"LINESTRING (-122.3087613150706 47.61638364648141, -122.3089276056052 47.61638304588224)"
4625,1,0,2544,18TH AVE,"LINESTRING (-122.3089274635621 47.61649548657324, -122.3087611743793 47.61649469907917)"
4626,1,0,14560,E OLIVE ST,"LINESTRING (-122.3089276056052 47.61638304588224, -122.3089274635621 47.61649548657324)"
4627,1,0,2544,18TH AVE,"LINESTRING (-122.3087502334086 47.61755074802259, -122.3089165300084 47.61755114269153)"
4628,1,0,2545,18TH AVE,"LINESTRING (-122.3089158671706 47.61766358167257, -122.3087495706943 47.61766318712539)"
4629,1,0,14182,E HOWELL ST,"LINESTRING (-122.3089165300084 47.61755114269153, -122.3089158671706 47.61766358167257)"
4630,1,0,14183,E HOWELL ST,"LINESTRING (-122.3087495706943 47.61766318712539, -122.3087502334086 47.61755074802259)"
4631,1,0,2545,18TH AVE,"LINESTRING (-122.3087484315526 47.61845314483119, -122.3089147304331 47.61845360937919)"
4632,1,0,2546,18TH AVE E,"LINESTRING (-122.3089107918374 47.6185660392765, -122.3087443383839 47.61856557407434)"
4633,1,0,13961,E DENNY WAY,"LINESTRING (-122.3089147304331 47.61845360937919, -122.3089107918374 47.6185660392765)"
4634,1,0,13962,E DENNY WAY,"LINESTRING (-122.3087443383838 47.61856557407434, -122.3087484315526 47.61845314483119)"
4635,0,0,2547,18TH AVE E,"LINESTRING (-122.3086710098801 47.61961255120627, -122.3088374659191 47.61961303030636)"
4636,1,0,2548,18TH AVE E,"LINESTRING (-122.3088327204327 47.61972545748396, -122.3086664167236 47.61972497880196)"
4637,0,0,14251,E JOHN ST,"LINESTRING (-122.3088374659191 47.61961303030636, -122.3088327204327 47.61972545748396)"
4638,1,0,14252,E JOHN ST,"LINESTRING (-122.3086664167236 47.61972497880196, -122.3086710098801 47.61961255120627)"
4639,1,0,2548,18TH AVE E,"LINESTRING (-122.3086573569641 47.62042122562976, -122.3088236626509 47.62042172201551)"
4640,1,0,2549,18TH AVE E,"LINESTRING (-122.3088215942899 47.62056158128399, -122.3086552859109 47.62056108499432)"
