,curbramps,marked,st_pkey,street_name,geometry
16088,0,0,6613,42ND AVE SW,"LINESTRING (-122.3840677142872 47.52656383761727, -122.3840420068037 47.52673756979967)"
16089,0,0,22016,SW CLOVERDALE ST,"LINESTRING (-122.3839092388437 47.52665931285404, -122.3840677142872 47.52656383761727)"
16090,0,0,6482,41ST AVE SW,"LINESTRING (-122.3834551179626 47.52654167628787, -122.3836211353403 47.52654126749572)"
16091,0,0,22015,SW CLOVERDALE ST,"LINESTRING (-122.3834506247579 47.52665049566548, -122.3834551179626 47.52654167628787)"
16092,0,0,22016,SW CLOVERDALE ST,"LINESTRING (-122.3836211353403 47.52654126749572, -122.3836164091375 47.52665366431315)"
16093,1,0,6483,41ST AVE SW,"LINESTRING (-122.3850013989278 47.52493422193967, -122.3851338111773 47.5248663945877)"
16094,0,0,6614,42ND AVE SW,"LINESTRING (-122.3851338111773 47.5248663945877, -122.3852348605386 47.5249556055785)"
16095,0,0,22096,SW DONOVAN ST,"LINESTRING (-122.3851024665043 47.52502344086385, -122.3850013989278 47.52493422193967)"
16096,0,0,22097,SW DONOVAN ST,"LINESTRING (-122.3852348605386 47.5249556055785, -122.3851024665043 47.52502344086385)"
16097,0,0,6483,41ST AVE SW,"LINESTRING (-122.3846372825048 47.52425092691841, -122.384472312422 47.52426344891232)"
16098,0,0,6484,41ST AVE SW,"LINESTRING (-122.3844660106746 47.52414671463227, -122.3846312777932 47.52415728557028)"
16099,0,0,22937,SW TRENTON ST,"LINESTRING (-122.3844723124221 47.52426344891232, -122.3844660106746 47.52414671463227)"
16100,0,0,6484,41ST AVE SW,"LINESTRING (-122.3853873177339 47.52330579872388, -122.3852552130811 47.5232377100664)"
16101,0,0,6485,41ST AVE SW,"LINESTRING (-122.3854317376122 47.52308064385783, -122.3855635678012 47.52314897581131)"
16102,0,0,22029,SW CONCORD ST,"LINESTRING (-122.3852552130811 47.5232377100664, -122.3854317376122 47.52308064385783)"
16103,1,0,6485,41ST AVE SW,"LINESTRING (-122.3862843451943 47.52250510184506, -122.3861295477745 47.52246257295974)"
16104,0,0,21859,SW BARTON ST,"LINESTRING (-122.3861295477745 47.52246257295974, -122.3862336876957 47.52232812492809)"
16105,0,0,21860,SW BARTON ST,"LINESTRING (-122.3863513006977 47.52236325060613, -122.3862843451943 47.52250510184506)"
16106,0,0,6493,41ST AVE W,"LINESTRING (-122.4100751369072 47.65228077321609, -122.4099086132711 47.65230796474452)"
16107,0,0,23726,W RUFFNER ST,"LINESTRING (-122.4099086132711 47.65230796474452, -122.4098798837433 47.65219721295013)"
16108,0,0,23727,W RUFFNER ST,"LINESTRING (-122.4100195915662 47.65217478175357, -122.4100751369072 47.65228077321609)"
16109,1,0,6493,41ST AVE W,"LINESTRING (-122.4099013876911 47.65402191193156, -122.410067801185 47.65402216101265)"
16110,1,0,6494,41ST PL NE,"LINESTRING (-122.2838207936811 47.70003601956378, -122.283987541586 47.70003748997627)"
16111,1,0,17958,NE 98TH ST,"LINESTRING (-122.283987541586 47.70003748997627, -122.2839853496934 47.70014991820365)"
16112,0,0,17959,NE 98TH ST,"LINESTRING (-122.2838186329773 47.70014844806448, -122.2838207936811 47.70003601956378)"
16113,1,0,6497,42ND AVE E,"LINESTRING (-122.2794476512052 47.62979458540249, -122.2792712567807 47.6298002521351)"
16114,0,0,14151,E HIGHLAND DR,"LINESTRING (-122.2794491475498 47.6296821506645, -122.2794476512052 47.62979458540249)"
16115,0,0,14152,E HIGHLAND DR,"LINESTRING (-122.2792712567807 47.6298002521351, -122.2793557482713 47.62968158263185)"
16116,0,0,6497,42ND AVE E,"LINESTRING (-122.2792612493984 47.63088861484913, -122.2794375883681 47.63088937989646)"
16117,0,0,14292,E LEE ST,"LINESTRING (-122.2794375883681 47.63088937989646, -122.2794365361591 47.63100181691047)"
16118,0,0,14293,E LEE ST,"LINESTRING (-122.279260164631 47.63100105171975, -122.2792612493984 47.63088861484913)"
16119,1,0,6498,42ND AVE E,"LINESTRING (-122.2786553177918 47.63099838373533, -122.2784889804186 47.63099765884421)"
16120,0,0,14293,E LEE ST,"LINESTRING (-122.2786564038564 47.63088594687705, -122.2786553177918 47.63099838373533)"
16121,0,0,14294,E LEE ST,"LINESTRING (-122.2784889804186 47.63099765884421, -122.278490039216 47.63088522186893)"
16122,0,0,6498,42ND AVE E,"LINESTRING (-122.2784704889045 47.63209083273335, -122.2786368200803 47.6320921181945)"
16123,1,0,6499,42ND AVE E,"LINESTRING (-122.2786351790069 47.63220455221089, -122.2784688423241 47.63220361962651)"
16124,1,0,14039,E GALER ST,"LINESTRING (-122.2786368200803 47.6320921181945, -122.2786351790069 47.63220455221089)"
16125,1,0,6499,42ND AVE E,"LINESTRING (-122.2784553991279 47.63329899171668, -122.2786217603544 47.63329822313634)"
16126,1,0,6500,42ND AVE E,"LINESTRING (-122.2786203668689 47.63341065841509, -122.2784540254358 47.63340978379468)"
16127,1,0,14053,E GARFIELD ST,"LINESTRING (-122.2786217603544 47.63329822313634, -122.2786203668689 47.63341065841509)"
16128,1,0,14054,E GARFIELD ST,"LINESTRING (-122.2784540254358 47.63340978379468, -122.2784553991279 47.63329899171668)"
16129,1,0,6500,42ND AVE E,"LINESTRING (-122.278440263204 47.63450889119678, -122.2786067057559 47.6345019668987)"
16130,1,0,6501,42ND AVE E,"LINESTRING (-122.2786053611585 47.63461440489157, -122.2784389274327 47.63462132676455)"
16131,1,0,13848,E BLAINE ST,"LINESTRING (-122.2786067057559 47.6345019668987, -122.2786053611585 47.63461440489157)"
16132,1,0,13849,E BLAINE ST,"LINESTRING (-122.2784389274327 47.63462132676455, -122.278440263204 47.63450889119678)"
16133,1,0,6501,42ND AVE E,"LINESTRING (-122.2783887923048 47.63543952254768, -122.2785979700776 47.6352656229155)"
16134,1,1,6502,42ND AVE E,"LINESTRING (-122.2785708809224 47.63552798103017, -122.2783702779217 47.63566361876831)"
16135,1,0,14379,E MADISON ST,"LINESTRING (-122.2785979700776 47.6352656229155, -122.2785708809224 47.63552798103017)"
16136,1,0,14380,E MADISON ST,"LINESTRING (-122.2783702779217 47.63566361876831, -122.2783887923048 47.63543952254768)"
16137,1,0,6502,42ND AVE E,"LINESTRING (-122.2783540343994 47.63689935963212, -122.2785528466677 47.63690035470441)"
16138,1,0,6503,42ND AVE E,"LINESTRING (-122.2785554893613 47.63701280546547, -122.2783566767145 47.63701182016305)"
16139,1,0,14541,E NEWTON ST,"LINESTRING (-122.2785528466677 47.63690035470441, -122.2785554893613 47.63701280546547)"
16140,1,0,14542,E NEWTON ST,"LINESTRING (-122.2783566767145 47.63701182016305, -122.2783540343994 47.63689935963212)"
16141,0,0,6503,42ND AVE E,"LINESTRING (-122.2783321235308 47.63905369142228, -122.278530943411 47.63905471938915)"
16142,0,0,6504,42ND AVE E,"LINESTRING (-122.2785216840032 47.63916711373867, -122.2783309784445 47.63916612788123)"
16143,0,0,14335,E LYNN ST,"LINESTRING (-122.278530943411 47.63905471938915, -122.2785216840032 47.63916711373867)"
16144,0,0,14336,E LYNN ST,"LINESTRING (-122.2783309784445 47.63916612788123, -122.2783321235308 47.63905369142228)"
16145,0,0,6504,42ND AVE E,"LINESTRING (-122.2783187279726 47.64063494355953, -122.2785093239977 47.64064970858652)"
16146,1,0,14461,E MCGILVRA ST,"LINESTRING (-122.2785093239977 47.64064970858652, -122.2785094015185 47.64076844468148)"
16147,1,0,14462,E MCGILVRA ST,"LINESTRING (-122.2783113721743 47.64076587232573, -122.2783187279726 47.64063494355953)"
16148,1,0,6505,42ND AVE NE,"LINESTRING (-122.2808855437693 47.65430063558603, -122.2808335708968 47.65440745046322)"
16149,0,0,6639,43RD AVE NE,"LINESTRING (-122.2807249512501 47.6542711589852, -122.2808855437693 47.65430063558603)"
16150,0,0,6640,43RD AVE NE,"LINESTRING (-122.2808335708968 47.65440745046322, -122.2806784337858 47.6543667658587)"
16151,1,0,6505,42ND AVE NE,"LINESTRING (-122.2826535105056 47.65571395897451, -122.2828171702833 47.6556935752047)"
16152,0,0,6506,42ND AVE NE,"LINESTRING (-122.2828431343337 47.65580601199335, -122.2826667582329 47.65580886226682)"
16153,0,0,18100,NE SURBER DR,"LINESTRING (-122.2828171702833 47.6556935752047, -122.2828431343337 47.65580601199335)"
16154,0,0,6506,42ND AVE NE,"LINESTRING (-122.2826739355639 47.65601161621458, -122.2828432090333 47.65609173229672)"
16155,0,0,6507,42ND AVE NE,"LINESTRING (-122.2828430699116 47.65613168476158, -122.2826766517192 47.65613142010692)"
16156,1,0,16715,NE 38TH ST,"LINESTRING (-122.2826766517192 47.65613142010692, -122.2826739355639 47.65601161621458)"
16157,1,0,6507,42ND AVE NE,"LINESTRING (-122.2826688735812 47.65836282565804, -122.2828354230865 47.65832742473476)"
16158,1,0,6508,42ND AVE NE,"LINESTRING (-122.2828348332539 47.65850842330831, -122.2826685076513 47.65847526416182)"
16159,1,0,16763,NE 41ST ST,"LINESTRING (-122.2828354230865 47.65832742473476, -122.2828348332539 47.65850842330831)"
16160,1,0,16764,NE 41ST ST,"LINESTRING (-122.2826685076513 47.65847526416182, -122.2826688735812 47.65836282565804)"
16161,1,0,6508,42ND AVE NE,"LINESTRING (-122.2826601774104 47.661210943013, -122.282826614945 47.66121015847939)"
16162,1,0,16867,NE 45TH ST,"LINESTRING (-122.282826614945 47.66121015847939, -122.2828279468432 47.66133904849342)"
16163,1,0,16868,NE 45TH ST,"LINESTRING (-122.2826617936325 47.66133991443839, -122.2826601774104 47.661210943013)"
16164,0,0,6509,42ND AVE NE,"LINESTRING (-122.283646926732 47.67586540796426, -122.283480415789 47.67586549507401)"
16165,0,0,17299,NE 65TH ST,"LINESTRING (-122.2836467314031 47.67571457597497, -122.283646926732 47.67586540796426)"
16166,0,0,17300,NE 65TH ST,"LINESTRING (-122.283480415789 47.67586549507401, -122.2834802663246 47.67571466306333)"
16167,1,0,6509,42ND AVE NE,"LINESTRING (-122.2835292068442 47.6775443875898, -122.2836957254787 47.67754438124819)"
16168,1,0,6510,42ND AVE NE,"LINESTRING (-122.28369907604 47.67765681966559, -122.2835325537958 47.67765682572242)"
16169,1,0,17357,NE 68TH ST,"LINESTRING (-122.2836957254787 47.67754438124819, -122.28369907604 47.67765681966559)"
16170,1,0,17358,NE 68TH ST,"LINESTRING (-122.2835325537958 47.67765682572242, -122.2835292068442 47.6775443875898)"
16171,1,0,6510,42ND AVE NE,"LINESTRING (-122.2837749834907 47.6793474320456, -122.2839438156239 47.67934748763059)"
16172,1,0,6511,42ND AVE NE,"LINESTRING (-122.2839638787512 47.67948734301496, -122.2837972408052 47.67948731192205)"
16173,1,0,17414,NE 70TH ST,"LINESTRING (-122.2839438156239 47.67934748763059, -122.2839638787512 47.67948734301496)"
16174,1,0,17415,NE 70TH ST,"LINESTRING (-122.2837972408052 47.67948731192205, -122.2837749834907 47.6793474320456)"
16175,1,0,6511,42ND AVE NE,"LINESTRING (-122.2838796194053 47.68082884950397, -122.2840462714183 47.6808290399725)"
16176,1,0,17455,NE 72ND ST,"LINESTRING (-122.2840462714183 47.6808290399725, -122.284046088833 47.68094147822805)"
16177,0,0,17456,NE 72ND ST,"LINESTRING (-122.2838792466139 47.68094128754394, -122.2838796194053 47.68082884950397)"
16178,0,0,6512,42ND AVE NE,"LINESTRING (-122.2837583028545 47.68171183531838, -122.2835913855532 47.68169861151111)"
16179,0,0,17483,NE 73RD ST,"LINESTRING (-122.283767922533 47.6815995848162, -122.2837583028545 47.68171183531838)"
16180,0,0,17484,NE 73RD ST,"LINESTRING (-122.2835913855532 47.68169861151111, -122.2836235345068 47.68158828909679)"
16181,0,0,6512,42ND AVE NE,"LINESTRING (-122.28360649345 47.68221740005283, -122.2837729628751 47.68221518916334)"
16182,0,0,6513,42ND AVE NE,"LINESTRING (-122.283776267903 47.68232758735599, -122.2836097993957 47.6823298416171)"
16183,0,0,17494,NE 74TH ST,"LINESTRING (-122.2836097993957 47.6823298416171, -122.28360649345 47.68221740005283)"
16184,1,0,6513,42ND AVE NE,"LINESTRING (-122.2836287814924 47.68296910648218, -122.2837953129035 47.68296890190561)"
16185,1,0,17539,NE 75TH ST,"LINESTRING (-122.2837953129035 47.68296890190561, -122.283795005116 47.68311973362034)"
16186,0,0,17540,NE 75TH ST,"LINESTRING (-122.2836284126155 47.68311956255076, -122.2836287814924 47.68296910648218)"
16187,1,0,6514,42ND AVE NE,"LINESTRING (-122.2831850767841 47.6831190660327, -122.283008507611 47.68311886709475)"
16188,0,0,17540,NE 75TH ST,"LINESTRING (-122.2831840132041 47.68297055991891, -122.2831850767841 47.6831190660327)"
16189,1,0,17541,NE 75TH ST,"LINESTRING (-122.283008507611 47.68311886709475, -122.2830080327875 47.68297098809553)"
16190,1,0,17590,NE 77TH ST,"LINESTRING (-122.2830633681032 47.68490593035408, -122.2830636394022 47.68478672982492)"
16191,0,0,6515,42ND AVE NE,"LINESTRING (-122.2832215955123 47.68671259811748, -122.2830416251879 47.68671881836768)"
16192,1,0,6515,42ND AVE NE,"LINESTRING (-122.2831712843848 47.6883599891712, -122.2833387281079 47.68836218905791)"
16193,1,0,6516,42ND AVE NE,"LINESTRING (-122.2833492326369 47.68847467180935, -122.283182444438 47.68847270759694)"
16194,1,0,17687,NE 82ND ST,"LINESTRING (-122.2833387281079 47.68836218905791, -122.2833492326369 47.68847467180935)"
16195,1,0,17688,NE 82ND ST,"LINESTRING (-122.283182444438 47.68847270759694, -122.2831712843848 47.6883599891712)"
16196,0,0,6516,42ND AVE NE,"LINESTRING (-122.2832844688382 47.69012209783112, -122.2834511748805 47.69012264874164)"
16197,0,0,17728,NE 85TH ST,"LINESTRING (-122.2834511748805 47.69012264874164, -122.2834503458645 47.69023508550003)"
16198,0,0,17729,NE 85TH ST,"LINESTRING (-122.283283666507 47.69023453467592, -122.2832844688382 47.69012209783112)"
16199,0,0,6520,42ND AVE NE,"LINESTRING (-122.2826054993281 47.69734967915815, -122.2827920977511 47.69735110598655)"
16200,0,0,6521,42ND AVE NE,"LINESTRING (-122.282599111229 47.69864287520802, -122.2827808513705 47.69860217832301)"
16201,0,0,6522,42ND AVE NE,"LINESTRING (-122.2827426921896 47.69871439513978, -122.2825821144834 47.69868454558757)"
16202,0,0,17922,NE 96TH ST,"LINESTRING (-122.2827808513705 47.69860217832301, -122.2827426921896 47.69871439513978)"
16203,0,0,6532,42ND AVE S,"LINESTRING (-122.2806603903673 47.56873273641447, -122.2808265312971 47.56873268929934)"
16204,0,0,6532,42ND AVE S,"LINESTRING (-122.2808393348989 47.56795402498229, -122.2806770319365 47.5679300021162)"
16205,0,0,6533,42ND AVE S,"LINESTRING (-122.2806892003828 47.56784213028736, -122.2808553377653 47.56784167651752)"
16206,0,0,19353,S ANDOVER ST,"LINESTRING (-122.2808553377653 47.56784167651752, -122.2808393348989 47.56795402498229)"
16207,0,0,6533,42ND AVE S,"LINESTRING (-122.2808473020687 47.56649443980273, -122.2806811689562 47.56649489358394)"
16208,0,0,6534,42ND AVE S,"LINESTRING (-122.2806803927291 47.56637569163431, -122.2808465249537 47.56637515854208)"
16209,0,0,19767,S DAKOTA ST,"LINESTRING (-122.2806811689562 47.56649489358394, -122.2806803927291 47.56637569163431)"
16210,0,0,6534,42ND AVE S,"LINESTRING (-122.2808458046871 47.566272362776, -122.2806796727813 47.56627289587368)"
16211,0,0,6535,42ND AVE S,"LINESTRING (-122.2806788295298 47.56615370320243, -122.2808449609781 47.56615315871517)"
16212,0,0,19766,S DAKOTA ST,"LINESTRING (-122.2808449609781 47.56615315871517, -122.2808458046871 47.566272362776)"
16213,0,0,6535,42ND AVE S,"LINESTRING (-122.2808390150495 47.56532231137565, -122.2806728862285 47.56532285586821)"
16214,0,0,6536,42ND AVE S,"LINESTRING (-122.2806721557832 47.56519689110601, -122.2808382854026 47.56519655293655)"
16215,0,0,19277,S ADAMS ST,"LINESTRING (-122.2806728862285 47.56532285586821, -122.2806721557832 47.56519689110601)"
16216,1,0,6536,42ND AVE S,"LINESTRING (-122.2808340371304 47.56424086477766, -122.2806676286074 47.56417773641466)"
16217,1,0,6537,42ND AVE S,"LINESTRING (-122.2806569982609 47.56400321769933, -122.2808333125422 47.56406456463155)"
16218,1,0,20100,S GENESEE ST,"LINESTRING (-122.2808333125422 47.56406456463155, -122.2808340371304 47.56424086477766)"
16219,1,0,20101,S GENESEE ST,"LINESTRING (-122.2806676286074 47.56417773641466, -122.2806569982609 47.56400321769933)"
16220,1,0,21038,S OREGON ST,"LINESTRING (-122.280828453698 47.56280183525182, -122.2808296400689 47.56291427304642)"
16221,0,0,19722,S CONOVER WAY,"LINESTRING (-122.2808263305933 47.56256131696029, -122.2808267735934 47.56270810354614)"
16222,0,0,6538,42ND AVE S,"LINESTRING (-122.2808283598424 47.56175206338598, -122.2806623403286 47.56171221944854)"
16223,0,0,6539,42ND AVE S,"LINESTRING (-122.2806622858534 47.56160546879718, -122.2808284048497 47.56160542983823)"
16224,1,0,21259,S SNOQUALMIE ST,"LINESTRING (-122.2808284048497 47.56160542983823, -122.2808283598424 47.56175206338598)"
16225,0,0,6539,42ND AVE S,"LINESTRING (-122.2808278868165 47.56059692763768, -122.2806617711004 47.56059696661956)"
16226,0,0,6540,42ND AVE S,"LINESTRING (-122.2806615002738 47.56047776112449, -122.2808276150784 47.56047746699425)"
16227,1,0,19313,S ALASKA ST,"LINESTRING (-122.2806617711004 47.56059696661956, -122.2806615002738 47.56047776112449)"
16228,0,0,6540,42ND AVE S,"LINESTRING (-122.2808269725515 47.56031127563978, -122.2806608590579 47.56031156941003)"
16229,0,0,6541,42ND AVE S,"LINESTRING (-122.2806610475645 47.5601991434274, -122.2808271591084 47.56019968798813)"
16230,0,0,19333,S AMERICUS ST,"LINESTRING (-122.2808271591084 47.56019968798813, -122.2808269725515 47.56031127563978)"
16231,0,0,6541,42ND AVE S,"LINESTRING (-122.2808324430408 47.55946116032711, -122.2806663556167 47.55945743166281)"
16232,0,0,6542,42ND AVE S,"LINESTRING (-122.2806657702969 47.55934489623884, -122.2808319551069 47.55934866317079)"
16233,0,0,19298,S ANGELINE ST,"LINESTRING (-122.2808319551069 47.55934866317079, -122.2808324430408 47.55946116032711)"
16234,0,0,19299,S ANGELINE ST,"LINESTRING (-122.2806663556167 47.55945743166281, -122.2806657702969 47.55934489623884)"
16235,0,0,6542,42ND AVE S,"LINESTRING (-122.2808211961575 47.55869994329794, -122.2806550981467 47.55870120522174)"
16236,0,0,6543,42ND AVE S,"LINESTRING (-122.2806539177405 47.55858781118707, -122.2808200252977 47.55858749864312)"
16237,0,0,19925,S EDMUNDS ST,"LINESTRING (-122.2808200252977 47.55858749864312, -122.2808211961575 47.55869994329794)"
16238,0,0,6543,42ND AVE S,"LINESTRING (-122.2808185876465 47.55823722500705, -122.2806524799182 47.55823753727962)"
16239,0,0,6544,42ND AVE S,"LINESTRING (-122.2806520365064 47.55812508665358, -122.2808181439755 47.55812479876932)"
16240,0,0,19966,S FERDINAND ST,"LINESTRING (-122.2806524799182 47.55823753727962, -122.2806520365064 47.55812508665358)"
16241,0,0,6544,42ND AVE S,"LINESTRING (-122.2808172674408 47.55789315326165, -122.2806511607039 47.5578934411485)"
16242,0,0,6545,42ND AVE S,"LINESTRING (-122.2806507209059 47.55778101836508, -122.2808168272087 47.5577807103689)"
16243,0,0,19965,S FERDINAND ST,"LINESTRING (-122.2808168272087 47.5577807103689, -122.2808172674408 47.55789315326165)"
16244,0,0,6545,42ND AVE S,"LINESTRING (-122.2808140205916 47.55708740646257, -122.2806478781954 47.55707824983564)"
16245,1,0,6546,42ND AVE S,"LINESTRING (-122.2806480631357 47.55696579514923, -122.2808141007343 47.55697496510723)"
16246,1,0,20438,S HUDSON ST,"LINESTRING (-122.2808141007343 47.55697496510723, -122.2808140205916 47.55708740646257)"
16247,0,0,20439,S HUDSON ST,"LINESTRING (-122.2806478781954 47.55707824983564, -122.2806480631357 47.55696579514923)"
16248,0,0,6546,42ND AVE S,"LINESTRING (-122.2808222758319 47.55588690393756, -122.280656177042 47.55588633195236)"
16249,0,0,6547,42ND AVE S,"LINESTRING (-122.2806569033303 47.55576063188288, -122.2808230032529 47.55576093880808)"
16250,0,0,19941,S FARRAR ST,"LINESTRING (-122.2808230032529 47.55576093880808, -122.2808222758319 47.55588690393756)"
16251,0,0,6547,42ND AVE S,"LINESTRING (-122.2808249226396 47.55528474416085, -122.2806588242218 47.55528443724634)"
16252,1,0,6548,42ND AVE S,"LINESTRING (-122.2806593277454 47.5551719970027, -122.2808254255051 47.55517237155387)"
16253,0,0,19803,S DAWSON ST,"LINESTRING (-122.2806588242218 47.55528443724634, -122.2806593277454 47.5551719970027)"
16254,1,0,6548,42ND AVE S,"LINESTRING (-122.280830962931 47.55404663857981, -122.2806652432559 47.55397016951578)"
16255,0,0,6549,42ND AVE S,"LINESTRING (-122.2806666697211 47.5537684248751, -122.2808321526915 47.55384472676581)"
16256,1,0,12390,RAINIER AVE S,"LINESTRING (-122.2806652432559 47.55397016951578, -122.2806666697211 47.5537684248751)"
16257,1,0,337807,RAINIER AVE S,"LINESTRING (-122.2808321526915 47.55384472676581, -122.280830962931 47.55404663857981)"
16258,0,0,6549,42ND AVE S,"LINESTRING (-122.2808351845265 47.55346779559039, -122.2806691031346 47.55346601015179)"
16259,0,0,6550,42ND AVE S,"LINESTRING (-122.2806702634012 47.55335305854031, -122.2808363337933 47.5533553405083)"
16260,0,0,19549,S BRANDON ST,"LINESTRING (-122.2808363337933 47.5533553405083, -122.2808351845265 47.55346779559039)"
16261,0,0,19550,S BRANDON ST,"LINESTRING (-122.2806691031346 47.55346601015179, -122.2806702634012 47.55335305854031)"
16262,1,0,6550,42ND AVE S,"LINESTRING (-122.2808441373989 47.5527297005117, -122.280678055084 47.55272853262382)"
16263,1,0,6551,42ND AVE S,"LINESTRING (-122.2806793995714 47.55261609541493, -122.2808454818195 47.55261726149327)"
16264,1,0,20718,S LUCILE ST,"LINESTRING (-122.2808454818195 47.55261726149327, -122.2808441373989 47.5527297005117)"
16265,1,0,20719,S LUCILE ST,"LINESTRING (-122.280678055084 47.55272853262382, -122.2806793995714 47.55261609541493)"
16266,1,0,6551,42ND AVE S,"LINESTRING (-122.2808525171041 47.5520020080024, -122.2806865146981 47.55199403128285)"
16267,0,0,6552,42ND AVE S,"LINESTRING (-122.2806878040028 47.55188159380605, -122.2808539611117 47.55187604280925)"
16268,1,0,19999,S FINDLAY ST,"LINESTRING (-122.2808539611117 47.55187604280925, -122.2808525171041 47.5520020080024)"
16269,0,0,20000,S FINDLAY ST,"LINESTRING (-122.2806865146981 47.55199403128285, -122.2806878040028 47.55188159380605)"
16270,1,0,6552,42ND AVE S,"LINESTRING (-122.2808610318256 47.55126080628641, -122.2806949548195 47.55125955848704)"
16271,1,1,6553,42ND AVE S,"LINESTRING (-122.2806965625341 47.55111969719655, -122.2808626391461 47.55112094087647)"
16272,1,1,20994,S ORCAS ST,"LINESTRING (-122.2808626391461 47.55112094087647, -122.2808610318256 47.55126080628641)"
16273,1,0,20995,S ORCAS ST,"LINESTRING (-122.2806949548195 47.55125955848704, -122.2806965625341 47.55111969719655)"
16274,0,1,6553,42ND AVE S,"LINESTRING (-122.2808697877493 47.55049884353946, -122.2807037138808 47.55049753216053)"
16275,0,0,6554,42ND AVE S,"LINESTRING (-122.2807050026245 47.55038509465032, -122.2808710762138 47.55038640185866)"
16276,0,0,20834,S MEAD ST,"LINESTRING (-122.2808710762138 47.55038640185866, -122.2808697877493 47.55049884353946)"
16277,0,0,20835,S MEAD ST,"LINESTRING (-122.2807037138808 47.55049753216053, -122.2807050026245 47.55038509465032)"
16278,1,0,6554,42ND AVE S,"LINESTRING (-122.2808782903743 47.54975503313149, -122.2807122126448 47.54975426266743)"
16279,1,0,6555,42ND AVE S,"LINESTRING (-122.2807134116334 47.54964181941313, -122.2808794889375 47.54964259062602)"
16280,1,0,20546,S JUNEAU ST,"LINESTRING (-122.2808794889375 47.54964259062602, -122.2808782903743 47.54975503313149)"
16281,1,0,20547,S JUNEAU ST,"LINESTRING (-122.2807122126448 47.54975426266743, -122.2807134116334 47.54964181941313)"
16282,1,0,6555,42ND AVE S,"LINESTRING (-122.2808858771855 47.54899591138903, -122.2807198017355 47.54899515928584)"
16283,1,0,6556,42ND AVE S,"LINESTRING (-122.2807210301139 47.54888271603008, -122.2808871034557 47.54888362848856)"
16284,1,0,20559,S KENNY ST,"LINESTRING (-122.2807198017355 47.54899515928584, -122.2807210301139 47.54888271603008)"
16285,0,0,6556,42ND AVE S,"LINESTRING (-122.280894854731 47.54823686546047, -122.280728783432 47.54823595302389)"
16286,0,0,6557,42ND AVE S,"LINESTRING (-122.2807301387169 47.54812350967781, -122.2808962095395 47.54812443217613)"
16287,0,0,21147,S RAYMOND ST,"LINESTRING (-122.280728783432 47.54823595302389, -122.2807301387169 47.54812350967781)"
16288,0,0,6557,42ND AVE S,"LINESTRING (-122.2809040463854 47.54747763774257, -122.2807379776056 47.54747671526626)"
16289,0,0,6558,42ND AVE S,"LINESTRING (-122.2807393348834 47.54736427266305, -122.280905403398 47.54736518767997)"
16290,1,0,21276,S SPENCER ST,"LINESTRING (-122.2807379776056 47.54747671526626, -122.2807393348834 47.54736427266305)"
16291,0,0,6558,42ND AVE S,"LINESTRING (-122.280912152801 47.54680358024452, -122.28074608606 47.54680266524663)"
16292,1,0,6559,42ND AVE S,"LINESTRING (-122.2807481391783 47.54669022562446, -122.2809141879566 47.54669210129238)"
16293,1,0,19452,S BATEMAN ST,"LINESTRING (-122.28074608606 47.54680266524663, -122.2807481391783 47.54669022562446)"
16294,1,0,6559,42ND AVE S,"LINESTRING (-122.2809297283076 47.54606138881427, -122.2807636453608 47.54606098056146)"
16295,1,0,6560,42ND AVE S,"LINESTRING (-122.2807643210972 47.54592109905129, -122.2809304086526 47.54592150453467)"
16296,1,1,20126,S GRAHAM ST,"LINESTRING (-122.2809304086526 47.54592150453467, -122.2809297283076 47.54606138881427)"
16297,1,0,20127,S GRAHAM ST,"LINESTRING (-122.2807636453608 47.54606098056146, -122.2807643210972 47.54592109905129)"
16298,1,0,6560,42ND AVE S,"LINESTRING (-122.2809202227926 47.54532663888055, -122.2807541666109 47.54532794222615)"
16299,1,0,6561,42ND AVE S,"LINESTRING (-122.2807525215667 47.54521505233341, -122.2809185829654 47.54521414914222)"
16300,1,0,19904,S EDDY ST,"LINESTRING (-122.2809185829654 47.54521414914222, -122.2809202227926 47.54532663888055)"
16301,0,0,6561,42ND AVE S,"LINESTRING (-122.2809178989259 47.54515651790874, -122.2807518379267 47.54515742138153)"
16302,1,0,6562,42ND AVE S,"LINESTRING (-122.2807499601776 47.54504498759358, -122.2809160084166 47.54504334834859)"
16303,1,0,19905,S EDDY ST,"LINESTRING (-122.2807518379267 47.54515742138153, -122.2807499601776 47.54504498759358)"
16304,1,0,6562,42ND AVE S,"LINESTRING (-122.280906977945 47.54462401867105, -122.2807409303343 47.5446256580438)"
16305,0,0,6563,42ND AVE S,"LINESTRING (-122.2807385024558 47.54451302040609, -122.2808986450873 47.54451143615329)"
16306,1,0,19357,S ANGEL PL,"LINESTRING (-122.2808986450873 47.54451143615329, -122.280906977945 47.54462401867105)"
16307,0,0,6564,42ND AVE S,"LINESTRING (-122.2808782647394 47.54320648556421, -122.2807157141842 47.54321204225054)"
16308,0,0,6565,42ND AVE S,"LINESTRING (-122.2807100085077 47.54309548771436, -122.280876054326 47.54309399124171)"
16309,0,0,21481,S WARSAW ST,"LINESTRING (-122.280876054326 47.54309399124171, -122.2808782647394 47.54320648556421)"
16310,1,0,6565,42ND AVE S,"LINESTRING (-122.2808751172725 47.54249419186591, -122.2807031005535 47.5424943631923)"
